Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1950","ECs1950","RefSeq.386585.9.NC_002695.CDS.1933798.1934061.fwd","RefSeq","CDS",1933798,1934061,264,"+",,,,"NP_309977.1",87,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1951","ECs1951","RefSeq.386585.9.NC_002695.CDS.1934072.1934233.fwd","RefSeq","CDS",1934072,1934233,162,"+",,,,"NP_309978.1",53,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1952","ECs1952","RefSeq.386585.9.NC_002695.CDS.1934312.1934557.fwd","RefSeq","CDS",1934312,1934557,246,"+",,,,"NP_309979.1",81,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1953","ECs1953","RefSeq.386585.9.NC_002695.CDS.1934989.1936140.fwd","RefSeq","CDS",1934989,1936140,1152,"+",,,,"NP_309980.1",383,,"putative methyltransferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1954","ECs1954","RefSeq.386585.9.NC_002695.CDS.1936108.1937097.rev","RefSeq","CDS",1936108,1937097,990,"-",,,,"NP_309981.1",329,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1955","ECs1955","RefSeq.386585.9.NC_002695.CDS.1937097.1938488.rev","RefSeq","CDS",1937097,1938488,1392,"-",,,,"NP_309982.1",463,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1956","ECs1956","RefSeq.386585.9.NC_002695.CDS.1938988.1939587.fwd","RefSeq","CDS",1938988,1939587,600,"+",,,,"NP_309983.1",199,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1957","ECs1957","RefSeq.386585.9.NC_002695.CDS.1939587.1939877.fwd","RefSeq","CDS",1939587,1939877,291,"+",,,,"NP_309984.1",96,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1958","ECs1958","RefSeq.386585.9.NC_002695.CDS.1939874.1940428.fwd","RefSeq","CDS",1939874,1940428,555,"+",,,,"NP_309985.1",184,,"putative antitermination protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1959","ECs1959","RefSeq.386585.9.NC_002695.CDS.1940990.1941421.fwd","RefSeq","CDS",1940990,1941421,432,"+",,,,"NP_309986.1",143,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1960","ECs1960","RefSeq.386585.9.NC_002695.CDS.1941418.1941585.fwd","RefSeq","CDS",1941418,1941585,168,"+",,,,"NP_309987.1",55,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1961","ECs1961","RefSeq.386585.9.NC_002695.CDS.1941996.1943849.fwd","RefSeq","CDS",1941996,1943849,1854,"+",,,,"NP_309988.1",617,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0172","ECs0172","RefSeq.386585.9.NC_002695.CDS.194343.195194.fwd","RefSeq","CDS",194343,195194,852,"+",,,,"NP_308199.1",283,"tsf","elongation factor Ts",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1962","ECs1962","RefSeq.386585.9.NC_002695.CDS.1943999.1944214.fwd","RefSeq","CDS",1943999,1944214,216,"+",,,,"NP_309989.1",71,,"putative holin protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1963","ECs1963","RefSeq.386585.9.NC_002695.CDS.1944219.1944563.fwd","RefSeq","CDS",1944219,1944563,345,"+",,,,"NP_309990.1",114,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1964","ECs1964","RefSeq.386585.9.NC_002695.CDS.1944614.1945147.fwd","RefSeq","CDS",1944614,1945147,534,"+",,,,"NP_309991.1",177,,"putative endolysin",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1965","ECs1965","RefSeq.386585.9.NC_002695.CDS.1945418.1945987.fwd","RefSeq","CDS",1945418,1945987,570,"+",,,,"NP_309992.1",189,,"putative antirepressor protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1966","ECs1966","RefSeq.386585.9.NC_002695.CDS.1946141.1946608.fwd","RefSeq","CDS",1946141,1946608,468,"+",,,,"NP_309993.1",155,,"putative endopeptidase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1967","ECs1967","RefSeq.386585.9.NC_002695.CDS.1946971.1947198.rev","RefSeq","CDS",1946971,1947198,228,"-",,,,"NP_309994.1",75,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1968","ECs1968","RefSeq.386585.9.NC_002695.CDS.1947240.1947605.fwd","RefSeq","CDS",1947240,1947605,366,"+",,,,"NP_309995.1",121,,"putative DNase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5437","ECs5437","RefSeq.386585.9.NC_002695.CDS.1947258.1947503.rev","RefSeq","CDS",1947258,1947503,246,"-",,,,"NP_944531.1",81,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1970","ECs1970","RefSeq.386585.9.NC_002695.CDS.1947895.1948458.fwd","RefSeq","CDS",1947895,1948458,564,"+",,,,"NP_309997.1",187,,"putative terminase small subunit",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1971","ECs1971","RefSeq.386585.9.NC_002695.CDS.1948455.1950116.fwd","RefSeq","CDS",1948455,1950116,1662,"+",,,,"NP_309998.1",553,,"putative terminase large subunit",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1972","ECs1972","RefSeq.386585.9.NC_002695.CDS.1950180.1952117.fwd","RefSeq","CDS",1950180,1952117,1938,"+",,,,"NP_309999.1",645,,"putative phage major head protein/prohead protease",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5438","ECs5438","RefSeq.386585.9.NC_002695.CDS.1952162.1952383.fwd","RefSeq","CDS",1952162,1952383,222,"+",,,,"NP_944532.1",73,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1974","ECs1974","RefSeq.386585.9.NC_002695.CDS.1952329.1953693.fwd","RefSeq","CDS",1952329,1953693,1365,"+",,,,"NP_310001.1",454,,"putative portal protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0173","ECs0173","RefSeq.386585.9.NC_002695.CDS.195341.196066.fwd","RefSeq","CDS",195341,196066,726,"+",,,,"NP_308200.1",241,"pyrH","uridylate kinase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1975","ECs1975","RefSeq.386585.9.NC_002695.CDS.1953690.1954913.fwd","RefSeq","CDS",1953690,1954913,1224,"+",,,,"NP_310002.1",407,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1976","ECs1976","RefSeq.386585.9.NC_002695.CDS.1954910.1955236.fwd","RefSeq","CDS",1954910,1955236,327,"+",,,,"NP_310003.1",108,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1977","ECs1977","RefSeq.386585.9.NC_002695.CDS.1955246.1955596.fwd","RefSeq","CDS",1955246,1955596,351,"+",,,,"NP_310004.1",116,,"putative head-tail adaptor",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1978","ECs1978","RefSeq.386585.9.NC_002695.CDS.1955593.1956039.fwd","RefSeq","CDS",1955593,1956039,447,"+",,,,"NP_310005.1",148,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1979","ECs1979","RefSeq.386585.9.NC_002695.CDS.1956036.1956380.fwd","RefSeq","CDS",1956036,1956380,345,"+",,,,"NP_310006.1",114,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1980","ECs1980","RefSeq.386585.9.NC_002695.CDS.1956449.1957165.fwd","RefSeq","CDS",1956449,1957165,717,"+",,,,"NP_310007.1",238,,"major tail protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1981","ECs1981","RefSeq.386585.9.NC_002695.CDS.1957171.1957545.fwd","RefSeq","CDS",1957171,1957545,375,"+",,,,"NP_310008.1",124,,"putative tail assembly chaperon",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1982","ECs1982","RefSeq.386585.9.NC_002695.CDS.1957569.1957850.fwd","RefSeq","CDS",1957569,1957850,282,"+",,,,"NP_310009.1",93,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1983","ECs1983","RefSeq.386585.9.NC_002695.CDS.1957902.1960982.fwd","RefSeq","CDS",1957902,1960982,3081,"+",,,,"NP_310010.1",1026,,"putative tail length tape measure protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1984","ECs1984","RefSeq.386585.9.NC_002695.CDS.1960975.1961316.fwd","RefSeq","CDS",1960975,1961316,342,"+",,,,"NP_310011.1",113,,"putative minor tail protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1985","ECs1985","RefSeq.386585.9.NC_002695.CDS.1961316.1962014.fwd","RefSeq","CDS",1961316,1962014,699,"+",,,,"NP_310012.1",232,,"putative minor tail protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1986","ECs1986","RefSeq.386585.9.NC_002695.CDS.1962025.1962768.fwd","RefSeq","CDS",1962025,1962768,744,"+",,,,"NP_310013.1",247,,"putative tail assembly protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0174","ECs0174","RefSeq.386585.9.NC_002695.CDS.196216.196773.fwd","RefSeq","CDS",196216,196773,558,"+",,,,"NP_308201.1",185,"frr","ribosome recycling factor",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1987","ECs1987","RefSeq.386585.9.NC_002695.CDS.1962666.1963346.fwd","RefSeq","CDS",1962666,1963346,681,"+",,,,"NP_310014.1",226,,"putative tail assembly protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1988","ECs1988","RefSeq.386585.9.NC_002695.CDS.1963300.1963506.fwd","RefSeq","CDS",1963300,1963506,207,"+",,,,"NP_310015.1",68,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1989","ECs1989","RefSeq.386585.9.NC_002695.CDS.1963537.1964064.rev","RefSeq","CDS",1963537,1964064,528,"-",,,,"NP_310016.1",175,,"putative copper/zinc-superoxide dismutase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1990","ECs1990","RefSeq.386585.9.NC_002695.CDS.1964198.1967695.fwd","RefSeq","CDS",1964198,1967695,3498,"+",,,,"NP_310017.1",1165,,"putative host specificity protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1991","ECs1991","RefSeq.386585.9.NC_002695.CDS.1967766.1968365.fwd","RefSeq","CDS",1967766,1968365,600,"+",,,,"NP_310018.1",199,,"putative outer membrane protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0175","ECs0175","RefSeq.386585.9.NC_002695.CDS.196865.198061.fwd","RefSeq","CDS",196865,198061,1197,"+",,,,"NP_308202.1",398,,"1-deoxy-D-xylulose 5-phosphate reductoisomerase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1992","ECs1992","RefSeq.386585.9.NC_002695.CDS.1968658.1969743.fwd","RefSeq","CDS",1968658,1969743,1086,"+",,,,"NP_310019.1",361,,"putative tail fiber protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1993","ECs1993","RefSeq.386585.9.NC_002695.CDS.1969673.1970014.fwd","RefSeq","CDS",1969673,1970014,342,"+",,,,"NP_310020.1",113,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1994","ECs1994","RefSeq.386585.9.NC_002695.CDS.1970127.1970702.fwd","RefSeq","CDS",1970127,1970702,576,"+",,,,"NP_310021.1",191,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1995","ECs1995","RefSeq.386585.9.NC_002695.CDS.1970775.1971404.fwd","RefSeq","CDS",1970775,1971404,630,"+",,,,"NP_310022.1",209,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1996","ECs1996","RefSeq.386585.9.NC_002695.CDS.1971486.1972127.fwd","RefSeq","CDS",1971486,1972127,642,"+",,,,"NP_310023.1",213,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs1997","ECs1997","RefSeq.386585.9.NC_002695.CDS.1972708.1973142.rev","RefSeq","CDS",1972708,1973142,435,"-",,,,"NP_310024.2",144,,"putative filament protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2000","ECs2000","RefSeq.386585.9.NC_002695.CDS.1974762.1978286.rev","RefSeq","CDS",1974762,1978286,3525,"-",,,,"NP_310027.1",1174,,"putative oxidoreductase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5439","ECs5439","RefSeq.386585.9.NC_002695.CDS.1978560.1978826.fwd","RefSeq","CDS",1978560,1978826,267,"+",,,,"NP_944533.1",88,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2001","ECs2001","RefSeq.386585.9.NC_002695.CDS.1978823.1979245.rev","RefSeq","CDS",1978823,1979245,423,"-",,,,"NP_310028.1",140,,"heat-inducible protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2002","ECs2002","RefSeq.386585.9.NC_002695.CDS.1979356.1980345.rev","RefSeq","CDS",1979356,1980345,990,"-",,,,"NP_310029.1",329,,"D-lactate dehydrogenase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2003","ECs2003","RefSeq.386585.9.NC_002695.CDS.1980553.1983192.fwd","RefSeq","CDS",1980553,1983192,2640,"+",,,,"NP_310030.1",879,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0176","ECs0176","RefSeq.386585.9.NC_002695.CDS.198247.199008.fwd","RefSeq","CDS",198247,199008,762,"+",,,,"NP_308203.1",253,,"undecaprenyl pyrophosphate synthase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2004","ECs2004","RefSeq.386585.9.NC_002695.CDS.1983189.1983374.fwd","RefSeq","CDS",1983189,1983374,186,"+",,,,"NP_310031.1",61,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2005","ECs2005","RefSeq.386585.9.NC_002695.CDS.1983379.1983705.fwd","RefSeq","CDS",1983379,1983705,327,"+",,,,"NP_310032.1",108,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2006","ECs2006","RefSeq.386585.9.NC_002695.CDS.1984119.1987154.fwd","RefSeq","CDS",1984119,1987154,3036,"+",,,,"NP_310033.1",1011,,"putative BigA-like protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2007","ECs2007","RefSeq.386585.9.NC_002695.CDS.1987410.1989833.fwd","RefSeq","CDS",1987410,1989833,2424,"+",,,,"NP_310034.1",807,,"putative BigB-like protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2008","ECs2008","RefSeq.386585.9.NC_002695.CDS.1990053.1990913.fwd","RefSeq","CDS",1990053,1990913,861,"+",,,,"NP_310035.1",286,,"putative oxidoreductase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0177","ECs0177","RefSeq.386585.9.NC_002695.CDS.199021.199878.fwd","RefSeq","CDS",199021,199878,858,"+",,,,"NP_308204.2",285,"cdsA","CDP-diglyceride synthase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2009","ECs2009","RefSeq.386585.9.NC_002695.CDS.1990971.1993283.fwd","RefSeq","CDS",1990971,1993283,2313,"+",,,,"NP_310036.1",770,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2010","ECs2010","RefSeq.386585.9.NC_002695.CDS.1993454.1994059.fwd","RefSeq","CDS",1993454,1994059,606,"+",,,,"NP_310037.2",201,,"putative enzyme",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2011","ECs2011","RefSeq.386585.9.NC_002695.CDS.1994059.1994955.fwd","RefSeq","CDS",1994059,1994955,897,"+",,,,"NP_310038.1",298,,"putative phosphatidate cytidiltransferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2012","ECs2012","RefSeq.386585.9.NC_002695.CDS.1994971.1996728.fwd","RefSeq","CDS",1994971,1996728,1758,"+",,,,"NP_310039.1",585,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2013","ECs2013","RefSeq.386585.9.NC_002695.CDS.1996742.1998034.fwd","RefSeq","CDS",1996742,1998034,1293,"+",,,,"NP_310040.1",430,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2014","ECs2014","RefSeq.386585.9.NC_002695.CDS.1998085.1998690.rev","RefSeq","CDS",1998085,1998690,606,"-",,,,"NP_310041.1",201,"acpD","azoreductase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0178","ECs0178","RefSeq.386585.9.NC_002695.CDS.199890.201242.fwd","RefSeq","CDS",199890,201242,1353,"+",,,,"NP_308205.1",450,,"zinc metallopeptidase RseP",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2015","ECs2015","RefSeq.386585.9.NC_002695.CDS.1998948.2002793.fwd","RefSeq","CDS",1998948,2002793,3846,"+",,,,"NP_310042.1",1281,,"ATP-dependent RNA helicase HrpA",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2016","ECs2016","RefSeq.386585.9.NC_002695.CDS.2002939.2003364.fwd","RefSeq","CDS",2002939,2003364,426,"+",,,,"NP_310043.1",141,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2017","ECs2017","RefSeq.386585.9.NC_002695.CDS.2003369.2003707.fwd","RefSeq","CDS",2003369,2003707,339,"+",,,,"NP_310044.1",112,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2018","ECs2018","RefSeq.386585.9.NC_002695.CDS.2003694.2004125.fwd","RefSeq","CDS",2003694,2004125,432,"+",,,,"NP_310045.1",143,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2019","ECs2019","RefSeq.386585.9.NC_002695.CDS.2004250.2004627.fwd","RefSeq","CDS",2004250,2004627,378,"+",,,,"NP_310046.1",125,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2020","ECs2020","RefSeq.386585.9.NC_002695.CDS.2004743.2005543.fwd","RefSeq","CDS",2004743,2005543,801,"+",,,,"NP_310047.1",266,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2021","ECs2021","RefSeq.386585.9.NC_002695.CDS.2005740.2007179.fwd","RefSeq","CDS",2005740,2007179,1440,"+",,,,"NP_310048.1",479,,"aldehyde dehydrogenase A",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2022","ECs2022","RefSeq.386585.9.NC_002695.CDS.2007221.2008222.rev","RefSeq","CDS",2007221,2008222,1002,"-",,,,"NP_310049.1",333,,"glyceraldehyde 3-phosphate dehydrogenase C",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2023","ECs2023","RefSeq.386585.9.NC_002695.CDS.2008411.2008941.fwd","RefSeq","CDS",2008411,2008941,531,"+",,,,"NP_310050.2",176,,"cytochrome b561",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2024","ECs2024","RefSeq.386585.9.NC_002695.CDS.2009186.2009359.fwd","RefSeq","CDS",2009186,2009359,174,"+",,,,"NP_310051.1",57,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs5440","ECs5440","RefSeq.386585.9.NC_002695.CDS.2009431.2009580.rev","RefSeq","CDS",2009431,2009580,150,"-",,,,"NP_944534.1",49,,"small toxic polypeptide",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2025","ECs2025","RefSeq.386585.9.NC_002695.CDS.2009471.2009638.rev","RefSeq","CDS",2009471,2009638,168,"-",,,,"NP_310052.1",55,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2026","ECs2026","RefSeq.386585.9.NC_002695.CDS.2009979.2011619.fwd","RefSeq","CDS",2009979,2011619,1641,"+",,,,"NP_310053.1",546,,"methyl-accepting chemotaxis protein III",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2027","ECs2027","RefSeq.386585.9.NC_002695.CDS.2011657.2012580.rev","RefSeq","CDS",2011657,2012580,924,"-",,,,"NP_310054.2",307,,"putative transcriptional regulator LYSR-type",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs0179","ECs0179","RefSeq.386585.9.NC_002695.CDS.201272.203704.fwd","RefSeq","CDS",201272,203704,2433,"+",,,,"NP_308206.1",810,,"outer membrane protein assembly factor YaeT",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2028","ECs2028","RefSeq.386585.9.NC_002695.CDS.2012797.2014140.fwd","RefSeq","CDS",2012797,2014140,1344,"+",,,,"NP_310055.1",447,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2029","ECs2029","RefSeq.386585.9.NC_002695.CDS.2014365.2016020.fwd","RefSeq","CDS",2014365,2016020,1656,"+",,,,"NP_310056.1",551,"mdoD","glucan biosynthesis protein D",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2030","ECs2030","RefSeq.386585.9.NC_002695.CDS.2015941.2016144.rev","RefSeq","CDS",2015941,2016144,204,"-",,,,"NP_310057.1",67,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2031","ECs2031","RefSeq.386585.9.NC_002695.CDS.2016160.2016384.fwd","RefSeq","CDS",2016160,2016384,225,"+",,,,"NP_310058.2",74,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2032","ECs2032","RefSeq.386585.9.NC_002695.CDS.2016447.2016743.fwd","RefSeq","CDS",2016447,2016743,297,"+",,,,"NP_310059.1",98,,"ribosomal-protein-serine N-acetyltransferase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2033","ECs2033","RefSeq.386585.9.NC_002695.CDS.2016978.2017958.rev","RefSeq","CDS",2016978,2017958,981,"-",,,,"NP_310060.1",326,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2034","ECs2034","RefSeq.386585.9.NC_002695.CDS.2018082.2019074.fwd","RefSeq","CDS",2018082,2019074,993,"+",,,,"NP_310061.1",330,,"potassium-tellurite ethidium and proflavin transporter",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2035","ECs2035","RefSeq.386585.9.NC_002695.CDS.2019071.2019664.fwd","RefSeq","CDS",2019071,2019664,594,"+",,,,"NP_310062.1",197,,"tellurite resistance protein TehB",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2036","ECs2036","RefSeq.386585.9.NC_002695.CDS.2019968.2020636.fwd","RefSeq","CDS",2019968,2020636,669,"+",,,,"NP_310063.1",222,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2038","ECs2038","RefSeq.386585.9.NC_002695.CDS.2020671.2021843.rev","RefSeq","CDS",2020671,2021843,1173,"-",,,,"NP_310064.2",390,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2037","ECs2037","RefSeq.386585.9.NC_002695.CDS.2021935.2022471.fwd","RefSeq","CDS",2021935,2022471,537,"+",,,,"NP_310065.1",178,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2039","ECs2039","RefSeq.386585.9.NC_002695.CDS.2022502.2024505.fwd","RefSeq","CDS",2022502,2024505,2004,"+",,,,"NP_310066.1",667,,"putative collagenase",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2040","ECs2040","RefSeq.386585.9.NC_002695.CDS.2024597.2024827.rev","RefSeq","CDS",2024597,2024827,231,"-",,,,"NP_310067.1",76,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2041","ECs2041","RefSeq.386585.9.NC_002695.CDS.2025013.2025210.rev","RefSeq","CDS",2025013,2025210,198,"-",,,,"NP_310068.1",65,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2042","ECs2042","RefSeq.386585.9.NC_002695.CDS.2025250.2025687.fwd","RefSeq","CDS",2025250,2025687,438,"+",,,,"NP_310069.1",145,,"hypothetical protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2043","ECs2043","RefSeq.386585.9.NC_002695.CDS.2025766.2027172.fwd","RefSeq","CDS",2025766,2027172,1407,"+",,,,"NP_310070.1",468,,"putative transcriptional regulator",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2044","ECs2044","RefSeq.386585.9.NC_002695.CDS.2027417.2028562.fwd","RefSeq","CDS",2027417,2028562,1146,"+",,,,"NP_310071.1",381,,"putative transport protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2045","ECs2045","RefSeq.386585.9.NC_002695.CDS.2028580.2029593.fwd","RefSeq","CDS",2028580,2029593,1014,"+",,,,"NP_310072.1",337,,"putative ATP-binding component of a transport system",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2046","ECs2046","RefSeq.386585.9.NC_002695.CDS.2029594.2030535.fwd","RefSeq","CDS",2029594,2030535,942,"+",,,,"NP_310073.1",313,,"putative transport system permease protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2047","ECs2047","RefSeq.386585.9.NC_002695.CDS.2030525.2031319.fwd","RefSeq","CDS",2030525,2031319,795,"+",,,,"NP_310074.1",264,,"putative transport system permease protein",
"Escherichia coli O157:H7 str. Sakai","386585.9","NC_002695",,"ECs2048","ECs2048","RefSeq.386585.9.NC_002695.CDS.2031341.2032765.fwd","RefSeq","CDS",2031341,2032765,1425,"+",,,,"NP_310075.1",474,,"gamma-aminobutyraldehyde dehydrogenase",
