Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1666,,VBIBacAnt69550_1666,PATRIC.198094.11.NC_003997.CDS.1596831.1596965.fwd,PATRIC,CDS,1596831,1596965,135,+,FIG00638284,PLF_1386_00010656,PGF_07576647,,44,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1667,BA1696,VBIBacAnt69550_1667,PATRIC.198094.11.NC_003997.CDS.1597163.1597423.fwd,PATRIC,CDS,1597163,1597423,261,+,FIG01193496,PLF_1386_00009545,PGF_00840914,NP_844136.1,86,,Glycosyltransferase,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1668,BA1697,VBIBacAnt69550_1668,PATRIC.198094.11.NC_003997.CDS.1597539.1597691.fwd,PATRIC,CDS,1597539,1597691,153,+,FIG01235415,PLF_1386_00009591,PGF_07651610,NP_844137.1,50,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1669,BA1698,VBIBacAnt69550_1669,PATRIC.198094.11.NC_003997.CDS.1597924.1599627.fwd,PATRIC,CDS,1597924,1599627,1704,+,FIG01338019,PLF_1386_00009323,PGF_00055717,NP_844138.1,567,,TPR/glycosyl transferase domain protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.157,BA0160,VBIBacAnt69550_0157,PATRIC.198094.11.NC_003997.CDS.160040.160849.fwd,PATRIC,CDS,160040,160849,810,+,FIG01340120,PLF_1386_00006353,PGF_00067800,NP_842726.1,269,,Uncharacterized hydrolase YraK,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1670,BA1699,VBIBacAnt69550_1670,PATRIC.198094.11.NC_003997.CDS.1600879.1600974.fwd,PATRIC,CDS,1600879,1600974,96,+,FIG00638284,PLF_1386_00019394,PGF_07017231,NP_844139.1,31,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1671,,VBIBacAnt69550_1671,PATRIC.198094.11.NC_003997.CDS.1601146.1601343.fwd,PATRIC,CDS,1601146,1601343,198,+,FIG01421943,PLF_1386_00019260,PGF_00797389,,65,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1672,,VBIBacAnt69550_1672,PATRIC.198094.11.NC_003997.CDS.1601408.1601497.fwd,PATRIC,CDS,1601408,1601497,90,+,FIG00638284,PLF_1386_00342530,PGF_07017231,,29,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1673,BA1701,VBIBacAnt69550_1673,PATRIC.198094.11.NC_003997.CDS.1602103.1602780.fwd,PATRIC,CDS,1602103,1602780,678,+,FIG01234886,PLF_1386_00009592,PGF_08225224,NP_844140.1,225,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1674,,VBIBacAnt69550_1674,PATRIC.198094.11.NC_003997.CDS.1603090.1603641.fwd,PATRIC,CDS,1603090,1603641,552,+,FIG00543846,PLF_1386_00009476,PGF_00009518,,183,,"Glycosyl transferase, group 2 family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1675,,VBIBacAnt69550_1675,PATRIC.198094.11.NC_003997.CDS.1603838.1604992.fwd,PATRIC,CDS,1603838,1604992,1155,+,FIG01193496,PLF_1386_00467505,PGF_00841223,,384,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1676,BA1703,VBIBacAnt69550_1676,PATRIC.198094.11.NC_003997.CDS.1605093.1605281.fwd,PATRIC,CDS,1605093,1605281,189,+,FIG00638284,PLF_1386_00308062,PGF_07017231,NP_844141.1,62,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1677,BA1704,VBIBacAnt69550_1677,PATRIC.198094.11.NC_003997.CDS.1605357.1605500.fwd,PATRIC,CDS,1605357,1605500,144,+,FIG01229767,PLF_1386_00456218,PGF_10341468,NP_844142.1,47,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1678,,VBIBacAnt69550_1678,PATRIC.198094.11.NC_003997.CDS.1605811.1606035.fwd,PATRIC,CDS,1605811,1606035,225,+,FIG01312677,PLF_1386_00009676,PGF_07692827,,74,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1679,BA1706,VBIBacAnt69550_1679,PATRIC.198094.11.NC_003997.CDS.1606871.1607734.rev,PATRIC,CDS,1606871,1607734,864,-,FIG00000816,PLF_1386_00001468,PGF_00005653,NP_844143.1,287,,Flagellin protein FlaA,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1680,BA1707,VBIBacAnt69550_1680,PATRIC.198094.11.NC_003997.CDS.1607990.1608775.fwd,PATRIC,CDS,1607990,1608775,786,+,FIG00008294,PLF_1386_00008785,PGF_00834036,NP_844144.1,261,,"Transglycosylase, Slt family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1681,,VBIBacAnt69550_1681,PATRIC.198094.11.NC_003997.CDS.1608875.1609060.fwd,PATRIC,CDS,1608875,1609060,186,+,FIG00002041,PLF_1386_00003549,PGF_09438139,,61,,Flagellar motor switch protein FliN,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1682,,VBIBacAnt69550_1682,PATRIC.198094.11.NC_003997.CDS.1609075.1609677.fwd,PATRIC,CDS,1609075,1609677,603,+,FIG01290464,PLF_1386_00001235,PGF_00005529,,200,,Flagellar motor switch protein FliM,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1683,,VBIBacAnt69550_1683,PATRIC.198094.11.NC_003997.CDS.1609703.1610065.fwd,PATRIC,CDS,1609703,1610065,363,+,FIG00002041,PLF_1386_00001235,PGF_00005529,,120,,Flagellar motor switch protein FliM,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1684,BA1710,VBIBacAnt69550_1684,PATRIC.198094.11.NC_003997.CDS.1610076.1610435.fwd,PATRIC,CDS,1610076,1610435,360,+,FIG00002041,PLF_1386_00003575,PGF_00005541,NP_844145.1,119,,Flagellar motor switch protein FliN,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1685,BA1711,VBIBacAnt69550_1685,PATRIC.198094.11.NC_003997.CDS.1610448.1610768.fwd,PATRIC,CDS,1610448,1610768,321,+,FIG00002041,PLF_1386_00003576,PGF_00005543,NP_844146.1,106,,Flagellar motor switch protein FliN,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1686,BA1712,VBIBacAnt69550_1686,PATRIC.198094.11.NC_003997.CDS.1610765.1611523.fwd,PATRIC,CDS,1610765,1611523,759,+,FIG00138353,PLF_1386_00003546,PGF_06326847,NP_844147.1,252,fliP,Flagellar biosynthesis protein FliP,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1687,BA1713,VBIBacAnt69550_1687,PATRIC.198094.11.NC_003997.CDS.1611557.1611832.fwd,PATRIC,CDS,1611557,1611832,276,+,FIG00108124,PLF_1386_00003547,PGF_07525202,NP_844148.1,91,fliQ,Flagellar biosynthesis protein FliQ,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1688,BA1714,VBIBacAnt69550_1688,PATRIC.198094.11.NC_003997.CDS.1611848.1612609.fwd,PATRIC,CDS,1611848,1612609,762,+,FIG00000586,PLF_1386_00003454,PGF_10527622,NP_844149.1,253,fliR,Flagellar biosynthesis protein FliR,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.158,BA0161,VBIBacAnt69550_0158,PATRIC.198094.11.NC_003997.CDS.161256.161987.fwd,PATRIC,CDS,161256,161987,732,+,FIG00009915,PLF_1386_00005582,PGF_00007878,NP_842727.1,243,gntR,Gluconate operon transcriptional repressor,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1689,BA1715,VBIBacAnt69550_1689,PATRIC.198094.11.NC_003997.CDS.1612620.1613666.fwd,PATRIC,CDS,1612620,1613666,1047,+,FIG00003476,PLF_1386_00003433,PGF_02186693,NP_844150.1,348,flhB,Flagellar biosynthesis protein FlhB,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1690,BA1716,VBIBacAnt69550_1690,PATRIC.198094.11.NC_003997.CDS.1613690.1615756.fwd,PATRIC,CDS,1613690,1615756,2067,+,FIG00029709,PLF_1386_00003259,PGF_00005384,NP_844151.1,688,flhA,Flagellar biosynthesis protein FlhA,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1691,BA1717,VBIBacAnt69550_1691,PATRIC.198094.11.NC_003997.CDS.1615771.1616226.fwd,PATRIC,CDS,1615771,1616226,456,+,FIG00000950,PLF_1386_00001680,PGF_01169833,NP_844152.1,151,,Flagellar biosynthesis protein FlhF,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1692,BA1718,VBIBacAnt69550_1692,PATRIC.198094.11.NC_003997.CDS.1616233.1617078.fwd,PATRIC,CDS,1616233,1617078,846,+,FIG00000950,PLF_1386_00001680,PGF_01169833,NP_844153.1,281,flhF,Flagellar biosynthesis protein FlhF,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1693,BA1719,VBIBacAnt69550_1693,PATRIC.198094.11.NC_003997.CDS.1617145.1617894.fwd,PATRIC,CDS,1617145,1617894,750,+,FIG00119690,PLF_1386_00003453,PGF_08160360,NP_844154.1,249,flgG,Flagellar synthesis regulator FleN,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1694,BA1720,VBIBacAnt69550_1694,PATRIC.198094.11.NC_003997.CDS.1618012.1618722.fwd,PATRIC,CDS,1618012,1618722,711,+,FIG00001360,PLF_1386_00004500,PGF_02982550,NP_844155.1,236,,Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1695,BA1721,VBIBacAnt69550_1695,PATRIC.198094.11.NC_003997.CDS.1618740.1619576.fwd,PATRIC,CDS,1618740,1619576,837,+,FIG01313300,PLF_1386_00000933,PGF_01588364,NP_844156.1,278,,"Transcriptional regulator, TrmB family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1696,BA1722,VBIBacAnt69550_1696,PATRIC.198094.11.NC_003997.CDS.1619569.1620294.fwd,PATRIC,CDS,1619569,1620294,726,+,FIG01310962,PLF_1386_00001906,PGF_00069138,NP_844157.1,241,,AzlC family protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.159,,VBIBacAnt69550_0159,PATRIC.198094.11.NC_003997.CDS.161980.162510.fwd,PATRIC,CDS,161980,162510,531,+,FIG00000861,PLF_1386_00001817,PGF_03786627,,176,,Gluconokinase (EC 2.7.1.12),GO:0046316|gluconokinase activity
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1697,BA1723,VBIBacAnt69550_1697,PATRIC.198094.11.NC_003997.CDS.1620285.1620596.fwd,PATRIC,CDS,1620285,1620596,312,+,FIG01317936,PLF_1386_00002644,PGF_00412637,NP_844158.1,103,,Branched-chain amino acid transport protein azlD,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1698,BA1724,VBIBacAnt69550_1698,PATRIC.198094.11.NC_003997.CDS.1620659.1620829.fwd,PATRIC,CDS,1620659,1620829,171,+,FIG01226949,PLF_1386_00333994,PGF_00192366,NP_844159.1,56,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1699,BA1725,VBIBacAnt69550_1699,PATRIC.198094.11.NC_003997.CDS.1620917.1621501.fwd,PATRIC,CDS,1620917,1621501,585,+,FIG00554417,PLF_1386_00007720,PGF_07182652,NP_844160.1,194,,"Transcriptional regulator, AcrR family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1700,BA1726,VBIBacAnt69550_1700,PATRIC.198094.11.NC_003997.CDS.1621494.1621892.fwd,PATRIC,CDS,1621494,1621892,399,+,FIG01226278,PLF_1386_00007834,PGF_00827667,NP_844161.1,132,,Uncharacterized integral membrane protein YnzE,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1701,,VBIBacAnt69550_1701,PATRIC.198094.11.NC_003997.CDS.1622114.1622278.rev,PATRIC,CDS,1622114,1622278,165,-,FIG00638284,PLF_1386_00004567,PGF_00833274,,54,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1702,BA1727,VBIBacAnt69550_1702,PATRIC.198094.11.NC_003997.CDS.1622279.1622884.rev,PATRIC,CDS,1622279,1622884,606,-,FIG01069253,PLF_1386_00003220,PGF_02704196,NP_844162.1,201,,Dienelactone hydrolase family protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1703,BA1728,VBIBacAnt69550_1703,PATRIC.198094.11.NC_003997.CDS.1622887.1623222.rev,PATRIC,CDS,1622887,1623222,336,-,FIG01227824,PLF_1386_00002455,PGF_06185381,NP_844163.1,111,,Uncharacterized protein YqjZ,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1704,BA1729,VBIBacAnt69550_1704,PATRIC.198094.11.NC_003997.CDS.1623411.1623590.rev,PATRIC,CDS,1623411,1623590,180,-,FIG01226303,PLF_1386_00013715,PGF_06916405,NP_844164.1,59,,"Small, acid-soluble spore protein H",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1705,BA1730,VBIBacAnt69550_1705,PATRIC.198094.11.NC_003997.CDS.1623657.1624868.rev,PATRIC,CDS,1623657,1624868,1212,-,FIG00672715,PLF_1386_00002282,PGF_00422043,NP_844165.1,403,,DNA-binding protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1706,BA1731,VBIBacAnt69550_1706,PATRIC.198094.11.NC_003997.CDS.1624988.1626256.fwd,PATRIC,CDS,1624988,1626256,1269,+,FIG01227247,PLF_1386_00002255,PGF_09996723,NP_844166.1,422,,Uncharacterized MFS-type transporter,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.160,,VBIBacAnt69550_0160,PATRIC.198094.11.NC_003997.CDS.162523.163515.fwd,PATRIC,CDS,162523,163515,993,+,FIG00000861,PLF_1386_00001817,PGF_03786627,,330,,Gluconokinase (EC 2.7.1.12),GO:0046316|gluconokinase activity
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1707,BA1732,VBIBacAnt69550_1707,PATRIC.198094.11.NC_003997.CDS.1626362.1626889.fwd,PATRIC,CDS,1626362,1626889,528,+,FIG00947911,PLF_1386_00002994,PGF_00408223,NP_844167.1,175,,putative lipoprotein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1708,BA1733,VBIBacAnt69550_1708,PATRIC.198094.11.NC_003997.CDS.1626930.1627823.rev,PATRIC,CDS,1626930,1627823,894,-,FIG01108996,PLF_1386_00003465,PGF_12780722,NP_844168.1,297,,"Transcriptional regulator, LysR family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1709,BA1734,VBIBacAnt69550_1709,PATRIC.198094.11.NC_003997.CDS.1627986.1628942.fwd,PATRIC,CDS,1627986,1628942,957,+,FIG00005705,PLF_1386_00125719,PGF_00696212,NP_844169.1,318,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1710,BA1735,VBIBacAnt69550_1710,PATRIC.198094.11.NC_003997.CDS.1628955.1629980.fwd,PATRIC,CDS,1628955,1629980,1026,+,FIG00002011,PLF_1386_00003611,PGF_06043321,NP_844170.1,341,,"Ferric iron ABC transporter, iron-binding protein",GO:0005215|transporter activity;GO:0006810|transport
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1711,BA1736,VBIBacAnt69550_1711,PATRIC.198094.11.NC_003997.CDS.1629993.1631663.fwd,PATRIC,CDS,1629993,1631663,1671,+,FIG00006997,PLF_1386_00003431,PGF_00004492,NP_844171.1,556,,"Ferric iron ABC transporter, permease protein",GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1712,BA1737,VBIBacAnt69550_1712,PATRIC.198094.11.NC_003997.CDS.1631663.1632922.fwd,PATRIC,CDS,1631663,1632922,1260,+,FIG00006997,PLF_1386_00009553,PGF_00817831,NP_844172.1,419,,MBL-fold metallo-hydrolase superfamily,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1713,BA1738,VBIBacAnt69550_1713,PATRIC.198094.11.NC_003997.CDS.1632943.1633776.fwd,PATRIC,CDS,1632943,1633776,834,+,FIG01225130,PLF_1386_00003717,PGF_08225224,NP_844173.1,277,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1714,,VBIBacAnt69550_1714,PATRIC.198094.11.NC_003997.CDS.1633826.1634239.rev,PATRIC,CDS,1633826,1634239,414,-,FIG00013232,PLF_1386_00003224,PGF_03071966,,137,,Holin associated hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1715,BA1741,VBIBacAnt69550_1715,PATRIC.198094.11.NC_003997.CDS.1634471.1634632.fwd,PATRIC,CDS,1634471,1634632,162,+,FIG01225810,PLF_1386_00003112,PGF_00385114,NP_844174.1,53,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1716,BA1742,VBIBacAnt69550_1716,PATRIC.198094.11.NC_003997.CDS.1634792.1635427.fwd,PATRIC,CDS,1634792,1635427,636,+,FIG01227198,PLF_1386_00004379,PGF_08225224,NP_844175.1,211,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1717,BA1743,VBIBacAnt69550_1717,PATRIC.198094.11.NC_003997.CDS.1635529.1636620.fwd,PATRIC,CDS,1635529,1636620,1092,+,FIG01226486,PLF_1386_00003998,PGF_10498300,NP_844176.1,363,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.161,BA0163,VBIBacAnt69550_0161,PATRIC.198094.11.NC_003997.CDS.163635.164981.fwd,PATRIC,CDS,163635,164981,1347,+,FIG00009417,PLF_1386_00003340,PGF_00007881,NP_842728.1,448,gntP-1,"Gluconate permease, Bsu4004 homolog",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1718,BA1744,VBIBacAnt69550_1718,PATRIC.198094.11.NC_003997.CDS.1636671.1637312.fwd,PATRIC,CDS,1636671,1637312,642,+,FIG01226500,PLF_1386_00005424,PGF_08225224,NP_844177.1,213,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1719,BA1745,VBIBacAnt69550_1719,PATRIC.198094.11.NC_003997.CDS.1637471.1638046.fwd,PATRIC,CDS,1637471,1638046,576,+,FIG00013001,PLF_1386_00000851,PGF_00033548,NP_844178.1,191,,Phosphoglycerate mutase family 2,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1720,BA1746,VBIBacAnt69550_1720,PATRIC.198094.11.NC_003997.CDS.1638136.1638507.fwd,PATRIC,CDS,1638136,1638507,372,+,FIG01225200,PLF_1386_00002905,PGF_00776477,NP_844179.1,123,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1721,BA1747,VBIBacAnt69550_1721,PATRIC.198094.11.NC_003997.CDS.1638526.1639320.rev,PATRIC,CDS,1638526,1639320,795,-,FIG01317167,PLF_1386_00004883,PGF_10375079,NP_844180.1,264,,"Hydrolase, alpha/beta fold family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1722,BA1748,VBIBacAnt69550_1722,PATRIC.198094.11.NC_003997.CDS.1639419.1639766.rev,PATRIC,CDS,1639419,1639766,348,-,FIG01226890,PLF_1386_00001770,PGF_10476050,NP_844181.1,115,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1723,,VBIBacAnt69550_1723,PATRIC.198094.11.NC_003997.CDS.1639750.1640034.rev,PATRIC,CDS,1639750,1640034,285,-,FIG00554610,PLF_1386_00000654,PGF_10423881,,94,,"Transcriptional regulator, MarR family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1724,,VBIBacAnt69550_1724,PATRIC.198094.11.NC_003997.CDS.1640000.1640158.rev,PATRIC,CDS,1640000,1640158,159,-,,PLF_1386_00000654,PGF_10423881,,52,,"Transcriptional regulator, MarR family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1725,,VBIBacAnt69550_1725,PATRIC.198094.11.NC_003997.CDS.1640316.1641110.fwd,PATRIC,CDS,1640316,1641110,795,+,FIG01227588,PLF_1386_00009937,PGF_00002377,,264,,FIG01227589: hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1726,BA1751,VBIBacAnt69550_1726,PATRIC.198094.11.NC_003997.CDS.1641153.1642976.rev,PATRIC,CDS,1641153,1642976,1824,-,FIG01273147,PLF_1386_00001011,PGF_00066435,NP_844182.1,607,asnO-2,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) YisO,GO:0004066|asparagine synthase (glutamine-hydrolyzing) activity
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1727,BA1753,VBIBacAnt69550_1727,PATRIC.198094.11.NC_003997.CDS.1643241.1643807.fwd,PATRIC,CDS,1643241,1643807,567,+,FIG00012379,PLF_1386_00002588,PGF_01653535,NP_844183.1,188,,RNA polymerase sigma factor SigZ,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1728,BA1754,VBIBacAnt69550_1728,PATRIC.198094.11.NC_003997.CDS.1643804.1644904.fwd,PATRIC,CDS,1643804,1644904,1101,+,FIG01225661,PLF_1386_00371418,PGF_08225224,NP_844184.1,366,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1729,BA1755,VBIBacAnt69550_1729,PATRIC.198094.11.NC_003997.CDS.1644944.1646017.rev,PATRIC,CDS,1644944,1646017,1074,-,FIG01364907,PLF_1386_00004022,PGF_00070784,NP_844185.1,357,,BNR repeat domain protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1730,BA1756,VBIBacAnt69550_1730,PATRIC.198094.11.NC_003997.CDS.1646208.1647107.fwd,PATRIC,CDS,1646208,1647107,900,+,FIG00000503,PLF_1386_00001155,PGF_07619772,NP_844186.1,299,,Cobalt/zinc/cadmium resistance protein CzcD,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1731,BA1757,VBIBacAnt69550_1731,PATRIC.198094.11.NC_003997.CDS.1647301.1647471.fwd,PATRIC,CDS,1647301,1647471,171,+,FIG01225308,PLF_1386_00003209,PGF_00362304,NP_844187.1,56,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1732,BA1758,VBIBacAnt69550_1732,PATRIC.198094.11.NC_003997.CDS.1647528.1648199.rev,PATRIC,CDS,1647528,1648199,672,-,FIG00004161,PLF_1386_00255618,PGF_06916656,NP_844188.1,223,,"Transcriptional regulator, GntR family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1733,BA1759,VBIBacAnt69550_1733,PATRIC.198094.11.NC_003997.CDS.1648216.1649184.rev,PATRIC,CDS,1648216,1649184,969,-,FIG01289018,PLF_1386_00003385,PGF_00682508,NP_844189.1,322,,"transporter, EamA family",
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1734,BA1760,VBIBacAnt69550_1734,PATRIC.198094.11.NC_003997.CDS.1649367.1650554.rev,PATRIC,CDS,1649367,1650554,1188,-,FIG00017190,PLF_1386_00001327,PGF_00069882,NP_844190.1,395,,Zinc-binding GTPase YciC,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1735,BA1762,VBIBacAnt69550_1735,PATRIC.198094.11.NC_003997.CDS.1650742.1651719.fwd,PATRIC,CDS,1650742,1651719,978,+,FIG01114374,PLF_1386_00009550,PGF_00840966,NP_844191.1,325,,Uncharacterized UPF0718 membrane protein BA1762,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1736,BA1763,VBIBacAnt69550_1736,PATRIC.198094.11.NC_003997.CDS.1651733.1652605.fwd,PATRIC,CDS,1651733,1652605,873,+,FIG01315481,PLF_1386_00004430,PGF_00005745,NP_844192.1,290,,Uncharacterized membrane protein BA1763,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.162,BA0164,VBIBacAnt69550_0162,PATRIC.198094.11.NC_003997.CDS.165246.166655.fwd,PATRIC,CDS,165246,166655,1410,+,FIG00000405,PLF_1386_00003752,PGF_00427299,NP_842729.1,469,yqjI,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",GO:0004616|phosphogluconate dehydrogenase (decarboxylating) activity
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1737,BA1764,VBIBacAnt69550_1737,PATRIC.198094.11.NC_003997.CDS.1652718.1653377.fwd,PATRIC,CDS,1652718,1653377,660,+,FIG01226084,PLF_1386_00079509,PGF_08225224,NP_844193.1,219,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1738,BA1766,VBIBacAnt69550_1738,PATRIC.198094.11.NC_003997.CDS.1653710.1655113.fwd,PATRIC,CDS,1653710,1655113,1404,+,FIG01304383,PLF_1386_00000537,PGF_00018969,NP_844194.1,467,nhaC-2,Malate-2H(+)/Na(+)-lactate antiporter YqkI/MleN,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1739,BA1767,VBIBacAnt69550_1739,PATRIC.198094.11.NC_003997.CDS.1655369.1656757.fwd,PATRIC,CDS,1655369,1656757,1389,+,FIG00000340,PLF_1386_00000130,PGF_00006461,NP_844195.1,462,fumC,Fumarate hydratase class II (EC 4.2.1.2),GO:0004333|fumarate hydratase activity
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1740,BA1768,VBIBacAnt69550_1740,PATRIC.198094.11.NC_003997.CDS.1656845.1657267.rev,PATRIC,CDS,1656845,1657267,423,-,FIG01225667,PLF_1386_00004127,PGF_00353675,NP_844196.1,140,,hypothetical protein,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1741,,VBIBacAnt69550_1741,PATRIC.198094.11.NC_003997.CDS.1657498.1657731.rev,PATRIC,CDS,1657498,1657731,234,-,FIG01228550,PLF_1386_00007842,PGF_10420457,,77,,MBL-fold metallo-hydrolase superfamily,
Bacillus anthracis str. Ames,198094.11,NC_003997,fig|198094.11.peg.1742,BA1770,VBIBacAnt69550_1742,PATRIC.198094.11.NC_003997.CDS.1657956.1658720.fwd,PATRIC,CDS,1657956,1658720,765,+,FIG01312420,PLF_1386_00001766,PGF_02770397,NP_844198.1,254,,Transcriptional regulator,
