Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0730,FTT0730,RefSeq.177416.18.NC_006570.CDS.753265.754008.fwd,RefSeq,CDS,753265,754008,744,+,,,,YP_169743.1,247,isftu2,transposase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1297,FTT1297,RefSeq.177416.18.NC_006570.CDS.1321361.1321966.fwd,RefSeq,CDS,1321361,1321966,606,+,,,,YP_170252.1,201,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1299,FTT1299,RefSeq.177416.18.NC_006570.CDS.1323623.1323961.fwd,RefSeq,CDS,1323623,1323961,339,+,,,,YP_170254.1,112,hitA,histidine triad (HIT) family protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0077,FTT0077,RefSeq.177416.18.NC_006570.CDS.80026.81495.fwd,RefSeq,CDS,80026,81495,1470,+,,,,YP_169152.1,489,sucB,dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1290,FTT1290,RefSeq.177416.18.NC_006570.CDS.1314058.1316082.fwd,RefSeq,CDS,1314058,1316082,2025,+,,,,YP_170245.1,674,metG,methionyl-tRNA synthetase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1194c,FTT1194c,RefSeq.177416.18.NC_006570.CDS.1210464.1211390.rev,RefSeq,CDS,1210464,1211390,927,-,,,,YP_170154.1,308,,lipoprotein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0736,FTT0736,RefSeq.177416.18.NC_006570.CDS.757925.758572.fwd,RefSeq,CDS,757925,758572,648,+,,,,YP_169747.1,215,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0024c,FTT0024c,RefSeq.177416.18.NC_006570.CDS.22630.22974.rev,RefSeq,CDS,22630,22974,345,-,,,,YP_169100.1,114,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0321,FTT0321,RefSeq.177416.18.NC_006570.CDS.334251.334625.fwd,RefSeq,CDS,334251,334625,375,+,,,,YP_169370.1,124,rpsL,30S ribosomal protein S12,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1446,FTT1446,RefSeq.177416.18.NC_006570.CDS.1492812.1494074.fwd,RefSeq,CDS,1492812,1494074,1263,+,,,,YP_170384.1,420,rho,transcription termination factor Rho,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1785c,FTT1785c,RefSeq.177416.18.NC_006570.CDS.1873998.1874210.rev,RefSeq,CDS,1873998,1874210,213,-,,,,YP_170673.1,70,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0712c,FTT0712c,RefSeq.177416.18.NC_006570.CDS.729980.731242.rev,RefSeq,CDS,729980,731242,1263,-,,,,YP_169727.1,420,sdaC1,serine transporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1978,,VBIFraTul2086_1978,PATRIC.177416.18.NC_006570.CDS.1779388.1779882.fwd,PATRIC,CDS,1779388,1779882,495,+,FIG00657553,PLF_262_00002146,PGF_00414608,,164,,vgrG protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.639,,VBIFraTul2086_0639,PATRIC.177416.18.NC_006570.CDS.582508.583251.rev,PATRIC,CDS,582508,583251,744,-,FIG01306568,PLF_262_00000003,PGF_01000105,,247,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.774,,VBIFraTul2086_0774,PATRIC.177416.18.NC_006570.CDS.696600.697691.rev,PATRIC,CDS,696600,697691,1092,-,FIG00049915,PLF_262_00000369,PGF_00007012,,363,,GTP-binding and nucleic acid-binding protein YchF,GO:0005525|GTP binding;GO:0005622|intracellular
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.736,,VBIFraTul2086_0736,PATRIC.177416.18.NC_006570.CDS.663034.666459.rev,PATRIC,CDS,663034,666459,3426,-,FIG00067681,PLF_262_00000134,PGF_08675943,,1141,,Transcription-repair coupling factor,GO:0003676|nucleic acid binding;GO:0003700|transcription factor activity;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0008026|ATP-dependent helicase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.119,FTT0107c,VBIFraTul2086_0119,PATRIC.177416.18.NC_006570.CDS.113706.114197.rev,PATRIC,CDS,113706,114197,492,-,FIG00000769,PLF_262_00001562,PGF_01719437,YP_169177.1,163,dsbB,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.126,FTT0114,VBIFraTul2086_0126,PATRIC.177416.18.NC_006570.CDS.123051.123785.fwd,PATRIC,CDS,123051,123785,735,+,FIG00000450,PLF_262_00001306,PGF_05026985,YP_169184.1,244,deoC,Deoxyribose-phosphate aldolase (EC 4.1.2.4),GO:0004139|deoxyribose-phosphate aldolase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.702,,VBIFraTul2086_0702,PATRIC.177416.18.NC_006570.CDS.633344.634834.rev,PATRIC,CDS,633344,634834,1491,-,FIG00001006,PLF_262_00000543,PGF_02325838,,496,,Apolipoprotein N-acyltransferase / Copper homeostasis protein CutE,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1628,,VBIFraTul2086_1628,PATRIC.177416.18.NC_006570.CDS.1463060.1464757.fwd,PATRIC,CDS,1463060,1464757,1698,+,FIG01303751,PLF_262_00000282,PGF_00037588,,565,,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1378,,VBIFraTul2086_1378,PATRIC.177416.18.NC_006570.CDS.1205224.1205664.rev,PATRIC,CDS,1205224,1205664,441,-,FIG01338306,PLF_262_00001770,PGF_01719547,,146,,Proline/betaine transporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1190,,VBIFraTul2086_1190,PATRIC.177416.18.NC_006570.CDS.1050992.1052395.fwd,PATRIC,CDS,1050992,1052395,1404,+,FIG00561498,PLF_262_00000204,PGF_06594113,,467,,D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1521,,VBIFraTul2086_1521,PATRIC.177416.18.NC_006570.CDS.1344333.1345772.rev,PATRIC,CDS,1344333,1345772,1440,-,FIG00000336,PLF_262_00000350,PGF_07629184,,479,,Cytosol aminopeptidase PepA (EC 3.4.11.1),GO:0004178|leucyl aminopeptidase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.59,FTT0054,VBIFraTul2086_0059,PATRIC.177416.18.NC_006570.CDS.56255.57322.fwd,PATRIC,CDS,56255,57322,1068,+,FIG00001710,PLF_262_00007688,PGF_07588971,YP_169129.1,355,,Cell division protein ZapE,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1466,,VBIFraTul2086_1466,PATRIC.177416.18.NC_006570.CDS.1289496.1290620.rev,PATRIC,CDS,1289496,1290620,1125,-,FIG00000070,PLF_262_00000559,PGF_10301134,,374,,Chaperone protein DnaJ,GO:0006457|protein folding;GO:0031072|heat shock protein binding;GO:0051082|unfolded protein binding
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1601,,VBIFraTul2086_1601,PATRIC.177416.18.NC_006570.CDS.1435032.1435817.fwd,PATRIC,CDS,1435032,1435817,786,+,FIG00000440,PLF_262_00001013,PGF_00523822,,261,,Pantoate--beta-alanine ligase (EC 6.3.2.1),GO:0004592|pantoate-beta-alanine ligase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1321,,VBIFraTul2086_1321,PATRIC.177416.18.NC_006570.CDS.1155451.1155924.fwd,PATRIC,CDS,1155451,1155924,474,+,FIG01345757,PLF_262_00001543,PGF_10532194,,157,,"Oxidoreductase, short-chain dehydrogenase/reductase family",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.783,,VBIFraTul2086_0783,PATRIC.177416.18.NC_006570.CDS.706536.707087.rev,PATRIC,CDS,706536,707087,552,-,FIG00000487,PLF_262_00000533,PGF_00019428,,183,,ATP-dependent protease subunit HslV (EC 3.4.25.2),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.748,,VBIFraTul2086_0748,PATRIC.177416.18.NC_006570.CDS.675746.676282.fwd,PATRIC,CDS,675746,676282,537,+,FIG00095112,PLF_262_00000348,PGF_00419702,,178,,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1834,,VBIFraTul2086_1834,PATRIC.177416.18.NC_006570.CDS.1649243.1649623.rev,PATRIC,CDS,1649243,1649623,381,-,FIG01306568,PLF_262_00000001,PGF_01719295,,126,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1975,,VBIFraTul2086_1975,PATRIC.177416.18.NC_006570.CDS.1773260.1775722.fwd,PATRIC,CDS,1773260,1775722,2463,+,FIG00658051,PLF_262_00001025,PGF_00144570,,820,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.340,,VBIFraTul2086_0340,PATRIC.177416.18.NC_006570.CDS.318672.319325.rev,PATRIC,CDS,318672,319325,654,-,FIG00731724,PLF_262_00000924,PGF_00028947,,217,,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.171,FTT0155,VBIFraTul2086_0171,PATRIC.177416.18.NC_006570.CDS.171084.171929.fwd,PATRIC,CDS,171084,171929,846,+,FIG01320386,PLF_262_00000143,PGF_00015728,YP_169221.1,281,,Isopenicillin N synthase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1625,,VBIFraTul2086_1625,PATRIC.177416.18.NC_006570.CDS.1460826.1460951.rev,PATRIC,CDS,1460826,1460951,126,-,FIG00657740,PLF_262_00001729,PGF_01719518,,41,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.852,,VBIFraTul2086_0852,PATRIC.177416.18.NC_006570.CDS.764002.765891.fwd,PATRIC,CDS,764002,765891,1890,+,FIG00658333,PLF_262_00000226,PGF_08225224,,629,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0405,FTT0405,RefSeq.177416.18.NC_006570.CDS.410735.411430.fwd,RefSeq,CDS,410735,411430,696,+,,,,YP_169450.1,231,lolD,"lipoprotein releasing system, subunit D, ABC transporter, ATP-binding protein",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1660c,FTT1660c,RefSeq.177416.18.NC_006570.CDS.1725340.1726686.rev,RefSeq,CDS,1725340,1726686,1347,-,,,,YP_170568.1,448,pyrC,dihydroorotase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1496c,FTT1496c,RefSeq.177416.18.NC_006570.CDS.1549630.1550643.rev,RefSeq,CDS,1549630,1550643,1014,-,,,,YP_170431.1,337,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1514c,FTT1514c,RefSeq.177416.18.NC_006570.CDS.1568518.1568889.rev,RefSeq,CDS,1568518,1568889,372,-,,,,YP_170447.1,123,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0390c,FTT0390c,RefSeq.177416.18.NC_006570.CDS.392818.393015.rev,RefSeq,CDS,392818,393015,198,-,,,,YP_169435.1,65,rpsU,30S ribosomal protein S21,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1038,,VBIFraTul2086_1038,PATRIC.177416.18.NC_006570.CDS.916206.916847.fwd,PATRIC,CDS,916206,916847,642,+,FIG01304329,PLF_262_00000562,PGF_10441533,,213,,Chromosome (plasmid) partitioning protein ParA,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1770,,VBIFraTul2086_1770,PATRIC.177416.18.NC_006570.CDS.1595622.1597037.rev,PATRIC,CDS,1595622,1597037,1416,-,FIG00002848,PLF_262_00000191,PGF_00025578,,471,,Nicotinamide phosphoribosyltransferase (EC 2.4.2.12),GO:0047280|nicotinamide phosphoribosyltransferase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0783,FTT0783,RefSeq.177416.18.NC_006570.CDS.802483.803445.fwd,RefSeq,CDS,802483,803445,963,+,,,,YP_169790.1,320,ars,arylsulfatase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1634c,FTT1634c,RefSeq.177416.18.NC_006570.CDS.1698697.1699365.rev,RefSeq,CDS,1698697,1699365,669,-,,,,YP_170547.1,222,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0291,FTT0291,RefSeq.177416.18.NC_006570.CDS.304822.305733.fwd,RefSeq,CDS,304822,305733,912,+,,,,YP_169341.1,303,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0979c,FTT0979c,RefSeq.177416.18.NC_006570.CDS.989531.990898.rev,RefSeq,CDS,989531,990898,1368,-,,,,YP_169967.1,455,,amino-acid permease,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0177c,FTT0177c,RefSeq.177416.18.NC_006570.CDS.191745.192170.rev,RefSeq,CDS,191745,192170,426,-,,,,YP_169239.1,141,,acetyltransferase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1477,,VBIFraTul2086_1477,PATRIC.177416.18.NC_006570.CDS.1299641.1300384.rev,PATRIC,CDS,1299641,1300384,744,-,FIG00000788,PLF_262_00000955,PGF_02473279,,247,,tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase (EC 2.1.1.200),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0829c,FTT0829c,RefSeq.177416.18.NC_006570.CDS.845081.846796.rev,RefSeq,CDS,845081,846796,1716,-,,,,YP_169835.1,571,,aspartate:alanine antiporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1963,,VBIFraTul2086_1963,PATRIC.177416.18.NC_006570.CDS.1760372.1760896.fwd,PATRIC,CDS,1760372,1760896,525,+,FIG00657676,PLF_262_00000030,PGF_00275443,,174,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.371,,VBIFraTul2086_0371,PATRIC.177416.18.NC_006570.CDS.342437.342805.fwd,PATRIC,CDS,342437,342805,369,+,FIG00090781,PLF_262_00000641,PGF_00016340,,122,,LSU ribosomal protein L14p (L23e),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0857c,FTT0857c,RefSeq.177416.18.NC_006570.CDS.869389.869895.rev,RefSeq,CDS,869389,869895,507,-,,,,YP_169859.1,168,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1427,,VBIFraTul2086_1427,PATRIC.177416.18.NC_006570.CDS.1251367.1252668.rev,PATRIC,CDS,1251367,1252668,1302,-,FIG01304278,PLF_262_00000097,PGF_01722203,,433,,Di-tripeptide/H+ symporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1791,,VBIFraTul2086_1791,PATRIC.177416.18.NC_006570.CDS.1610162.1610578.fwd,PATRIC,CDS,1610162,1610578,417,+,FIG01306568,PLF_262_00000002,PGF_01719295,,138,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1383,FTT1383,RefSeq.177416.18.NC_006570.CDS.1427892.1429172.fwd,RefSeq,CDS,1427892,1429172,1281,+,,,,YP_170328.1,426,sun,Sun protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0205,FTT0205,RefSeq.177416.18.NC_006570.CDS.223955.224488.fwd,RefSeq,CDS,223955,224488,534,+,,,,YP_169265.1,177,hpt,hypoxanthine-guanine phosphoribosyltransferase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0253c,FTT0253c,RefSeq.177416.18.NC_006570.CDS.269466.270250.rev,RefSeq,CDS,269466,270250,327,-,,,,YP_169305.1,261,isftu1,transposase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.424,,VBIFraTul2086_0424,PATRIC.177416.18.NC_006570.CDS.382014.383363.rev,PATRIC,CDS,382014,383363,1350,-,FIG00129130,PLF_262_00000157,PGF_00024831,,449,,NADP-specific glutamate dehydrogenase (EC 1.4.1.4),GO:0004354|glutamate dehydrogenase (NADP+) activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.125,FTT0113,VBIFraTul2086_0125,PATRIC.177416.18.NC_006570.CDS.121817.123061.fwd,PATRIC,CDS,121817,123061,1245,+,FIG00000738,PLF_262_00000722,PGF_00033904,YP_169183.1,414,deoB,Phosphopentomutase (EC 5.4.2.7),GO:0008973|phosphopentomutase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1003,,VBIFraTul2086_1003,PATRIC.177416.18.NC_006570.CDS.883412.884182.rev,PATRIC,CDS,883412,884182,771,-,FIG01419932,PLF_262_00001360,PGF_00399617,,256,,hypothetical protein Fphi_0438,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.858,,VBIFraTul2086_0858,PATRIC.177416.18.NC_006570.CDS.769162.769935.rev,PATRIC,CDS,769162,769935,774,-,FIG01364763,PLF_262_00001010,PGF_06389977,,257,,"Tetrapartite efflux system, membrane fusion component FusE-like",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1289,,VBIFraTul2086_1289,PATRIC.177416.18.NC_006570.CDS.1127638.1128210.rev,PATRIC,CDS,1127638,1128210,573,-,FIG00009017,PLF_262_00001311,PGF_06938364,,190,,Isochorismatase (EC 3.3.2.1),GO:0008908|isochorismatase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.2010,,VBIFraTul2086_2010,PATRIC.177416.18.NC_006570.CDS.1816777.1816986.rev,PATRIC,CDS,1816777,1816986,210,-,,PLF_262_00001916,PGF_01719638,,69,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.380,,VBIFraTul2086_0380,PATRIC.177416.18.NC_006570.CDS.346092.346523.fwd,PATRIC,CDS,346092,346523,432,+,FIG00000166,PLF_262_00000392,PGF_00016342,,143,,LSU ribosomal protein L15p (L27Ae),GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.381,,VBIFraTul2086_0381,PATRIC.177416.18.NC_006570.CDS.346534.347859.fwd,PATRIC,CDS,346534,347859,1326,+,FIG00937056,PLF_262_00000428,PGF_05581732,,441,,Protein translocase subunit SecY,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1494,,VBIFraTul2086_1494,PATRIC.177416.18.NC_006570.CDS.1317938.1318552.rev,PATRIC,CDS,1317938,1318552,615,-,FIG01304464,PLF_262_00001085,PGF_00054323,,204,,"YciO protein, TsaC/YrdC paralog",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1420,,VBIFraTul2086_1420,PATRIC.177416.18.NC_006570.CDS.1243633.1246290.fwd,PATRIC,CDS,1243633,1246290,2658,+,FIG00000913,PLF_262_00000759,PGF_10461681,,885,,Ribonuclease E (EC 3.1.26.12),
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1541c,FTT1541c,RefSeq.177416.18.NC_006570.CDS.1604161.1604535.rev,RefSeq,CDS,1604161,1604535,375,-,,,,YP_170469.1,124,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1244c,FTT1244c,RefSeq.177416.18.NC_006570.CDS.1265426.1266250.rev,RefSeq,CDS,1265426,1266250,825,-,,,,YP_170202.1,274,yfiO,lipoprotein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0713c,FTT0713c,RefSeq.177416.18.NC_006570.CDS.731244.732299.rev,RefSeq,CDS,731244,732299,1056,-,,,,YP_169728.1,351,tdh,L-threonine 3-dehydrogenase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1048c,FTT1048c,RefSeq.177416.18.NC_006570.CDS.1058369.1058935.rev,RefSeq,CDS,1058369,1058935,567,-,,,,YP_170031.1,188,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1212c,FTT1212c,RefSeq.177416.18.NC_006570.CDS.1231178.1231561.rev,RefSeq,CDS,1231178,1231561,384,-,,,,YP_170170.1,127,gloA,lactoylglutathione lyase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.470,,VBIFraTul2086_0470,PATRIC.177416.18.NC_006570.CDS.437732.437911.fwd,PATRIC,CDS,437732,437911,180,+,,PLF_262_00001073,PGF_01719312,,59,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.158,FTT0142,VBIFraTul2086_0158,PATRIC.177416.18.NC_006570.CDS.153811.154329.fwd,PATRIC,CDS,153811,154329,519,+,FIG00000159,PLF_262_00000916,PGF_01213071,YP_169208.1,172,rplJ,LSU ribosomal protein L10p (P0),GO:0005622|intracellular;GO:0042254|ribosome biogenesis and assembly
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.2065,,VBIFraTul2086_2065,PATRIC.177416.18.NC_006570.CDS.1865149.1866654.rev,PATRIC,CDS,1865149,1866654,1506,-,FIG00553949,PLF_262_00000384,PGF_07370370,,501,,Voltage-gated H(+)/2Cl(-) exchange transporter ClcA,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.351,,VBIFraTul2086_0351,PATRIC.177416.18.NC_006570.CDS.330110.330859.fwd,PATRIC,CDS,330110,330859,750,+,FIG00001819,PLF_262_00000479,PGF_02923127,,249,,Uridylate kinase (EC 2.7.4.22),GO:0033862|UMP kinase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1050,,VBIFraTul2086_1050,PATRIC.177416.18.NC_006570.CDS.929356.930801.fwd,PATRIC,CDS,929356,930801,1446,+,FIG00658138,PLF_262_00001203,PGF_00408265,,481,,putative lipoprotein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.388,,VBIFraTul2086_0388,PATRIC.177416.18.NC_006570.CDS.351205.351585.fwd,PATRIC,CDS,351205,351585,381,+,FIG01306568,PLF_262_00000001,PGF_01719295,,126,,Mobile element protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.58,FTT0053,VBIFraTul2086_0058,PATRIC.177416.18.NC_006570.CDS.54954.56252.fwd,PATRIC,CDS,54954,56252,1299,+,FIG00657875,PLF_262_00000302,PGF_00973298,YP_169128.1,432,,Uncharacterized MFS-type transporter,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.1422,,VBIFraTul2086_1422,PATRIC.177416.18.NC_006570.CDS.1247096.1247920.fwd,PATRIC,CDS,1247096,1247920,825,+,FIG00000398,PLF_262_00000805,PGF_00056897,,274,,Thymidylate synthase (EC 2.1.1.45),GO:0004799|thymidylate synthase activity
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1690,FTT1690,RefSeq.177416.18.NC_006570.CDS.1759480.1760145.fwd,RefSeq,CDS,1759480,1760145,666,+,,,,YP_170595.1,221,,NADH dehydrogenase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,fig|177416.18.peg.2100,,VBIFraTul2086_2100,PATRIC.177416.18.NC_006570.CDS.1890846.1892318.rev,PATRIC,CDS,1890846,1892318,1473,-,FIG00059426,PLF_262_00000203,PGF_01089656,,490,,Ribonuclease G,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0568,FTT0568,RefSeq.177416.18.NC_006570.CDS.585870.586520.fwd,RefSeq,CDS,585870,586520,651,+,,,,YP_169593.1,216,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1478c,FTT1478c,RefSeq.177416.18.NC_006570.CDS.1530105.1530857.rev,RefSeq,CDS,1530105,1530857,753,-,,,,YP_170414.1,250,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0561,FTT0561,RefSeq.177416.18.NC_006570.CDS.578377.579161.fwd,RefSeq,CDS,578377,579161,459,+,,,,YP_169587.1,261,isftu1,transposase,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT1794,FTT1794,RefSeq.177416.18.NC_006570.CDS.1882631.1883059.fwd,RefSeq,CDS,1882631,1883059,429,+,,,,YP_170678.1,142,,heat shock protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0678c,FTT0678c,RefSeq.177416.18.NC_006570.CDS.696311.696586.rev,RefSeq,CDS,696311,696586,276,-,,,,YP_169694.1,91,,hypothetical protein,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0777,FTT0777,RefSeq.177416.18.NC_006570.CDS.796879.798717.fwd,RefSeq,CDS,796879,798717,1839,+,,,,YP_169784.1,612,uvrC,excinuclease ABC subunit C,
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0036,FTT0036,RefSeq.177416.18.NC_006570.CDS.34452.35726.fwd,RefSeq,CDS,34452,35726,1275,+,,,,YP_169112.1,424,nuoF,"NADH dehydrogenase I, F subunit",
Francisella tularensis subsp. tularensis SCHU S4,177416.18,NC_006570,,FTT0841,FTT0841,RefSeq.177416.18.NC_006570.CDS.855757.856008.fwd,RefSeq,CDS,855757,856008,252,+,,,,YP_169846.1,83,,lipoprotein,
