Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2065","AK38_1945",,"PATRIC.214092.181.CP009973.CDS.2138805.2139209.rev","PATRIC","CDS",2138805,2139209,405,"-","FIG01330396","PLF_629_00003375","PGF_02690675",,134,,"RidA/YER057c/UK114 superfamily protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2066","AK38_1946",,"PATRIC.214092.181.CP009973.CDS.2139494.2139874.rev","PATRIC","CDS",2139494,2139874,381,"-","FIG00002122","PLF_629_00003483","PGF_02690675",,126,,"RidA/YER057c/UK114 superfamily protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2067","AK38_1947",,"PATRIC.214092.181.CP009973.CDS.2139890.2140516.rev","PATRIC","CDS",2139890,2140516,627,"-","FIG00948158","PLF_629_00003381","PGF_01013156",,208,,"YheO-like PAS domain",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2068","AK38_1948",,"PATRIC.214092.181.CP009973.CDS.2140650.2141087.rev","PATRIC","CDS",2140650,2141087,438,"-","FIG01220008","PLF_629_00003571","PGF_00227239",,145,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2069","AK38_1949",,"PATRIC.214092.181.CP009973.CDS.2141100.2142551.rev","PATRIC","CDS",2141100,2142551,1452,"-","FIG01056920","PLF_629_00002597","PGF_00880543",,483,,"putative membrane protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.209","AK38_182",,"PATRIC.214092.181.CP009973.CDS.214135.214851.fwd","PATRIC","CDS",214135,214851,717,"+","FIG00004562","PLF_629_00000042","PGF_00064184",,238,,"UPF0061 protein YdiU",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2070","AK38_1950",,"PATRIC.214092.181.CP009973.CDS.2142544.2143776.rev","PATRIC","CDS",2142544,2143776,1233,"-","FIG00719736","PLF_629_00002944","PGF_04544396",,410,,"Aspartate aminotransferase (EC 2.6.1.1)","GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity;GO:0004069|L-phenylalanine:2-oxoglutarate aminotransferase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2071","AK38_1951",,"PATRIC.214092.181.CP009973.CDS.2144542.2144742.fwd","PATRIC","CDS",2144542,2144742,201,"+","FIG00638284","PLF_629_00003201","PGF_03931608",,66,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2072","AK38_1952",,"PATRIC.214092.181.CP009973.CDS.2144739.2145074.fwd","PATRIC","CDS",2144739,2145074,336,"+","FIG01464398","PLF_629_00002244","PGF_00052740",,111,,"Similar to: Y. pestis YPO0620 putative exported protein precursor",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2073","AK38_1953",,"PATRIC.214092.181.CP009973.CDS.2145084.2146133.fwd","PATRIC","CDS",2145084,2146133,1050,"+","FIG00001080","PLF_629_00038540","PGF_00039383",,349,,"Putative HlyD family secretion protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2074","AK38_1954",,"PATRIC.214092.181.CP009973.CDS.2146117.2148018.fwd","PATRIC","CDS",2146117,2148018,1902,"+","FIG01219993","PLF_629_00001485","PGF_00409319",,633,,"putative membrane protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2075","AK38_1955",,"PATRIC.214092.181.CP009973.CDS.2148023.2149549.fwd","PATRIC","CDS",2148023,2149549,1527,"+","FIG01219992","PLF_629_00002756","PGF_03931559",,508,,"putative membrane protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2076","AK38_1956",,"PATRIC.214092.181.CP009973.CDS.2149613.2151796.rev","PATRIC","CDS",2149613,2151796,2184,"-","FIG00031759","PLF_629_00002847","PGF_02947976",,727,,"Glycosyl hydrolase",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.210","AK38_183",,"PATRIC.214092.181.CP009973.CDS.215020.216066.rev","PATRIC","CDS",215020,216066,1047,"-","FIG00002110","PLF_629_00000761","PGF_00070354",,348,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)","GO:0003849|3-deoxy-7-phosphoheptulonate synthase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2077","AK38_1957",,"PATRIC.214092.181.CP009973.CDS.2151847.2152359.rev","PATRIC","CDS",2151847,2152359,513,"-","FIG00967246","PLF_629_00003799","PGF_03931914",,170,,"Putative exported protein precursor",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2078","AK38_1958",,"PATRIC.214092.181.CP009973.CDS.2152359.2153177.rev","PATRIC","CDS",2152359,2153177,819,"-","FIG00948522","PLF_629_00002841","PGF_10552060",,272,,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2079","AK38_1959",,"PATRIC.214092.181.CP009973.CDS.2153177.2154058.rev","PATRIC","CDS",2153177,2154058,882,"-","FIG01415292","PLF_629_00003073","PGF_02876233",,293,,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2080","AK38_1960",,"PATRIC.214092.181.CP009973.CDS.2154112.2155356.rev","PATRIC","CDS",2154112,2155356,1245,"-","FIG01320255","PLF_629_00003126","PGF_07870324",,414,,"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2081","AK38_1961",,"PATRIC.214092.181.CP009973.CDS.2155433.2156419.rev","PATRIC","CDS",2155433,2156419,987,"-","FIG01395072","PLF_629_00003046","PGF_09774558",,328,,"Transcriptional regulator, LacI family",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2082","AK38_1962",,"PATRIC.214092.181.CP009973.CDS.2156528.2159881.rev","PATRIC","CDS",2156528,2159881,3354,"-","FIG01341327","PLF_629_00002848","PGF_04846158",,1117,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2083","AK38_1963",,"PATRIC.214092.181.CP009973.CDS.2159964.2161079.rev","PATRIC","CDS",2159964,2161079,1116,"-","FIG01955932","PLF_629_00003318","PGF_03097747",,371,,"ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2084","AK38_1964",,"PATRIC.214092.181.CP009973.CDS.2161405.2162784.fwd","PATRIC","CDS",2161405,2162784,1380,"+","FIG00627100","PLF_629_00003263","PGF_00041967",,459,,"Putative membrane protein precursor",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.211","AK38_184",,"PATRIC.214092.181.CP009973.CDS.216223.217044.rev","PATRIC","CDS",216223,217044,822,"-","FIG00124544","PLF_629_00002280","PGF_00033411",,273,,"Phosphoenolpyruvate synthase regulatory protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2085","AK38_1965",,"PATRIC.214092.181.CP009973.CDS.2162886.2163881.fwd","PATRIC","CDS",2162886,2163881,996,"+","FIG01205656","PLF_629_00002735","PGF_03931558",,331,,"Putative exported protein. precursor",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2086","AK38_1966",,"PATRIC.214092.181.CP009973.CDS.2163941.2166226.fwd","PATRIC","CDS",2163941,2166226,2286,"+","FIG01386576","PLF_629_00002972","PGF_03931576",,761,,"Putative autotransporter protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.25","AK38_23",,"PATRIC.214092.181.CP009973.CDS.21643.22776.rev","PATRIC","CDS",21643,22776,1134,"-","FIG00046459","PLF_629_00002831","PGF_00023565",,377,,"Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)","GO:0050112|inositol 2-dehydrogenase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2087",,,"PATRIC.214092.181.CP009973.CDS.2166494.2166646.rev","PATRIC","CDS",2166494,2166646,153,"-","FIG01220492","PLF_629_00003754","PGF_03931895",,50,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2088","AK38_1967",,"PATRIC.214092.181.CP009973.CDS.2166722.2167477.rev","PATRIC","CDS",2166722,2167477,756,"-","FIG01305407","PLF_629_00004372","PGF_00041815",,251,,"Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2089","AK38_1968",,"PATRIC.214092.181.CP009973.CDS.2167510.2167926.rev","PATRIC","CDS",2167510,2167926,417,"-","FIG00638284","PLF_629_00003946","PGF_00246717",,138,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2090",,,"PATRIC.214092.181.CP009973.CDS.2167928.2168062.rev","PATRIC","CDS",2167928,2168062,135,"-","FIG01421100","PLF_629_00047153","PGF_00048447",,44,,"Rhs-family protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2091","AK38_1969",,"PATRIC.214092.181.CP009973.CDS.2168022.2168249.rev","PATRIC","CDS",2168022,2168249,228,"-","FIG01219804","PLF_629_00003731","PGF_08225224",,75,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2092",,,"PATRIC.214092.181.CP009973.CDS.2168304.2168453.rev","PATRIC","CDS",2168304,2168453,150,"-","FIG01421100","PLF_629_00003823","PGF_03931932",,49,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2093","AK38_1970",,"PATRIC.214092.181.CP009973.CDS.2168515.2168748.rev","PATRIC","CDS",2168515,2168748,234,"-","FIG01056920","PLF_629_00004307","PGF_03932195",,77,,"putative membrane protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2094","AK38_1971",,"PATRIC.214092.181.CP009973.CDS.2168745.2178632.rev","PATRIC","CDS",2168745,2178632,9888,"-","FIG01305407","PLF_629_00021216","PGF_00041815",,3295,,"Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.212","AK38_185",,"PATRIC.214092.181.CP009973.CDS.217381.219765.fwd","PATRIC","CDS",217381,219765,2385,"+","FIG00000789","PLF_629_00000204","PGF_05438553",,794,"ppsA","Phosphoenolpyruvate synthase (EC 2.7.9.2)","GO:0008986|pyruvate, water dikinase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2095","AK38_1972",,"PATRIC.214092.181.CP009973.CDS.2178677.2180365.rev","PATRIC","CDS",2178677,2180365,1689,"-","FIG00001420","PLF_629_00000022","PGF_00707159",,562,,"Channel-forming transporter/cytolysins activator of TpsB family",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2096","AK38_1973",,"PATRIC.214092.181.CP009973.CDS.2181080.2181718.fwd","PATRIC","CDS",2181080,2181718,639,"+","FIG01220865","PLF_629_00003515","PGF_00044334",,212,,"Putative tellurium resistance protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2097","AK38_1974",,"PATRIC.214092.181.CP009973.CDS.2181751.2182392.fwd","PATRIC","CDS",2181751,2182392,642,"+","FIG01341229","PLF_629_00003165","PGF_00044335",,213,,"Putative tellurium resistance protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2098","AK38_1975",,"PATRIC.214092.181.CP009973.CDS.2182394.2183032.fwd","PATRIC","CDS",2182394,2183032,639,"+","FIG01220338","PLF_629_00003486","PGF_08208612",,212,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2099","AK38_1976",,"PATRIC.214092.181.CP009973.CDS.2183134.2184117.fwd","PATRIC","CDS",2183134,2184117,984,"+","FIG01221165","PLF_629_00003521","PGF_08225224",,327,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2100","AK38_1977",,"PATRIC.214092.181.CP009973.CDS.2184173.2185906.fwd","PATRIC","CDS",2184173,2185906,1734,"+","FIG01221203","PLF_629_00003487","PGF_08225224",,577,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2101","AK38_1978",,"PATRIC.214092.181.CP009973.CDS.2185938.2187437.fwd","PATRIC","CDS",2185938,2187437,1500,"+","FIG01389870","PLF_629_00003421","PGF_00041805",,499,,"Putative kinase protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2102","AK38_1979",,"PATRIC.214092.181.CP009973.CDS.2187828.2188397.fwd","PATRIC","CDS",2187828,2188397,570,"+","FIG01056920","PLF_629_00002118","PGF_10496915",,189,"hdeD","putative membrane protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2103","AK38_1980",,"PATRIC.214092.181.CP009973.CDS.2188610.2190631.fwd","PATRIC","CDS",2188610,2190631,2022,"+","FIG00517072","PLF_629_00000336","PGF_00909019",,673,"fadH","2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)","GO:0008670|2,4-dienoyl-CoA reductase (NADPH) activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2104","AK38_1981",,"PATRIC.214092.181.CP009973.CDS.2190747.2191934.rev","PATRIC","CDS",2190747,2191934,1188,"-","FIG00003026","PLF_629_00001509","PGF_06708493",,395,,"23S rRNA (guanine(1835)-N(2))-methyltransferase (EC 2.1.1.174)","GO:0052916|23S rRNA (guanine(1835)-N(2))-methyltransferase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2105","AK38_1982",,"PATRIC.214092.181.CP009973.CDS.2192403.2195387.fwd","PATRIC","CDS",2192403,2195387,2985,"+","FIG01223499","PLF_629_00002012","PGF_00043167",,994,,"Putative pertactin family virulence factor/autotransporter precursor",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2106","AK38_1983",,"PATRIC.214092.181.CP009973.CDS.2195626.2196135.fwd","PATRIC","CDS",2195626,2196135,510,"+","FIG00634893","PLF_629_00001104","PGF_00415463",,169,,"UTP pyrophosphatase (EC 3.6.1.9)","GO:0004551|nucleotide diphosphatase activity;GO:0004551|NADH pyrophosphatase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2107","AK38_1984",,"PATRIC.214092.181.CP009973.CDS.2196338.2197333.fwd","PATRIC","CDS",2196338,2197333,996,"+","FIG00553614","PLF_629_00043557","PGF_00599219",,331,,"Uncharacterized oxidoreductase YgjR",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2108","AK38_1985",,"PATRIC.214092.181.CP009973.CDS.2197805.2199124.fwd","PATRIC","CDS",2197805,2199124,1320,"+","FIG01046505","PLF_629_00001398","PGF_03507290",,439,,"Serine/threonine:Na+ symporter SstT",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2109","AK38_1987",,"PATRIC.214092.181.CP009973.CDS.2199274.2199783.fwd","PATRIC","CDS",2199274,2199783,510,"+","FIG01306568","PLF_629_00000001","PGF_08338115",,169,,"Transposase, IS200 family",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2110","AK38_1988",,"PATRIC.214092.181.CP009973.CDS.2199901.2200431.rev","PATRIC","CDS",2199901,2200431,531,"-","FIG00904999","PLF_629_00001964","PGF_02978115",,176,"ygjV","Inner membrane protein ygjV",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2111","AK38_1989",,"PATRIC.214092.181.CP009973.CDS.2200584.2202074.rev","PATRIC","CDS",2200584,2202074,1491,"-","FIG00001417","PLF_629_00000242","PGF_09453574",,496,,"Altronate dehydratase (EC 4.2.1.7)","GO:0008789|altronate dehydratase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2112","AK38_1990",,"PATRIC.214092.181.CP009973.CDS.2202085.2203536.rev","PATRIC","CDS",2202085,2203536,1452,"-","FIG00002628","PLF_629_00000180","PGF_00049721",,483,,"Altronate oxidoreductase (EC 1.1.1.58)","GO:0009026|tagaturonate reductase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.213","AK38_186",,"PATRIC.214092.181.CP009973.CDS.220364.221467.rev","PATRIC","CDS",220364,221467,1104,"-","FIG01056920","PLF_629_00000535","PGF_04048555",,367,,"UPF0118 inner membrane protein YdiK",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2113","AK38_1991",,"PATRIC.214092.181.CP009973.CDS.2203735.2205144.rev","PATRIC","CDS",2203735,2205144,1410,"-","FIG00001411","PLF_629_00001026","PGF_00066263",,469,,"Uronate isomerase (EC 5.3.1.12)","GO:0008880|glucuronate isomerase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2114","AK38_1992",,"PATRIC.214092.181.CP009973.CDS.2205889.2207193.fwd","PATRIC","CDS",2205889,2207193,1305,"+","FIG00040843","PLF_629_00000144","PGF_00662831",,434,,"Hexuronate transporter",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2115","AK38_1993",,"PATRIC.214092.181.CP009973.CDS.2207456.2208250.fwd","PATRIC","CDS",2207456,2208250,795,"+","FIG00029606","PLF_629_00001634","PGF_00011619",,264,,"Hexuronate utilization operon transcriptional repressor ExuR",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2116","AK38_1994",,"PATRIC.214092.181.CP009973.CDS.2208451.2209032.fwd","PATRIC","CDS",2208451,2209032,582,"+","FIG01220847","PLF_629_00003108","PGF_10452885",,193,,"putative lipoprotein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2117","AK38_1995",,"PATRIC.214092.181.CP009973.CDS.2209310.2210008.fwd","PATRIC","CDS",2209310,2210008,699,"+","FIG00014816","PLF_629_00001584","PGF_00422681",,232,"yqjA","DedA family inner membrane protein YqjA",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2118","AK38_1996",,"PATRIC.214092.181.CP009973.CDS.2210005.2210394.fwd","PATRIC","CDS",2210005,2210394,390,"+","FIG00004106","PLF_629_00003276","PGF_00065681",,129,,"Uncharacterized protein YqjB",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2119","AK38_1997",,"PATRIC.214092.181.CP009973.CDS.2210620.2211000.fwd","PATRIC","CDS",2210620,2211000,381,"+","FIG00004245","PLF_629_00042813","PGF_00031058",,126,,"Periplasmic protein YqjC",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2120",,,"PATRIC.214092.181.CP009973.CDS.2211004.2211150.fwd","PATRIC","CDS",2211004,2211150,147,"+","FIG01220532","PLF_629_00003391","PGF_03931682",,48,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2121","AK38_1998",,"PATRIC.214092.181.CP009973.CDS.2211155.2211460.fwd","PATRIC","CDS",2211155,2211460,306,"+","FIG00002637","PLF_629_00001449","PGF_09690513",,101,,"ElaB protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2122","AK38_1999",,"PATRIC.214092.181.CP009973.CDS.2211463.2211858.fwd","PATRIC","CDS",2211463,2211858,396,"+","FIG00002607","PLF_629_00001650","PGF_02340011",,131,,"Phage holin",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2123","AK38_2000",,"PATRIC.214092.181.CP009973.CDS.2211855.2212139.fwd","PATRIC","CDS",2211855,2212139,285,"+","FIG00004257","PLF_629_00003142","PGF_00014209",,94,,"Inner membrane protein YqjK",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2124","AK38_2001",,"PATRIC.214092.181.CP009973.CDS.2212443.2212838.fwd","PATRIC","CDS",2212443,2212838,396,"+","FIG00002725","PLF_629_00001223","PGF_00014208",,131,"yqjF","Inner membrane protein YqjF",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2125","AK38_2002",,"PATRIC.214092.181.CP009973.CDS.2212924.2213103.fwd","PATRIC","CDS",2212924,2213103,180,"+","FIG01304149","PLF_629_00020421","PGF_08514768",,59,,"Glutathione S-transferase, omega (EC 2.5.1.18)","GO:0004364|glutathione transferase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2126","AK38_2003",,"PATRIC.214092.181.CP009973.CDS.2213117.2214139.fwd","PATRIC","CDS",2213117,2214139,1023,"+","FIG01306568","PLF_629_00000003","PGF_01000105",,340,,"Mobile element protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2127","AK38_2004",,"PATRIC.214092.181.CP009973.CDS.2214139.2214918.fwd","PATRIC","CDS",2214139,2214918,780,"+","FIG01306568","PLF_629_00000004","PGF_01000105",,259,,"Mobile element protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2128",,,"PATRIC.214092.181.CP009973.CDS.2214928.2215143.rev","PATRIC","CDS",2214928,2215143,216,"-","FIG01306568","PLF_629_00004198","PGF_03932117",,71,,"hypothetical protein",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2129","AK38_2005",,"PATRIC.214092.181.CP009973.CDS.2215180.2215566.rev","PATRIC","CDS",2215180,2215566,387,"-","FIG00000892","PLF_629_00002364","PGF_00023476",,128,,"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)","GO:0004787|thiamine-pyrophosphatase activity;GO:0004787|8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity;GO:0004787|UDP-2,3-diacylglucosamine hydrolase activity;GO:0004787|bis(5'-nucleosyl)-tetraphosphatase activity;GO:0004787|dATP pyrophosphohydrolase activity;GO:0004787|pyrophosphatase activity;GO:0004787|dihydroneopterin monophosphate phosphatase activity;GO:0004787|dihydroneopterin triphosphate pyrophosphohydrolase activity;GO:0004787|dITP diphosphatase activity;GO:0004787|dTTP diphosphatase activity;GO:0004787|XTP diphosphatase activity;GO:0004787|ATP-dependent 5'-3' DNA helicase activity;GO:0004787|phosphocholine hydrolase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2130","AK38_2006",,"PATRIC.214092.181.CP009973.CDS.2215861.2218575.rev","PATRIC","CDS",2215861,2218575,2715,"-","FIG00034293","PLF_629_00000691","PGF_10049811",,904,"secA","Protein translocase subunit SecA",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2131","AK38_2007",,"PATRIC.214092.181.CP009973.CDS.2218653.2219186.rev","PATRIC","CDS",2218653,2219186,534,"-","FIG00004649","PLF_629_00042477","PGF_00050230",,177,,"Secretion monitor SecM",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2132","AK38_2008",,"PATRIC.214092.181.CP009973.CDS.2219215.2219739.fwd","PATRIC","CDS",2219215,2219739,525,"+","FIG00403940","PLF_629_00002343","PGF_00565719",,174,,"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2133","AK38_2009",,"PATRIC.214092.181.CP009973.CDS.2219906.2220841.rev","PATRIC","CDS",2219906,2220841,936,"-","FIG00000615","PLF_629_00001836","PGF_00063944",,311,"lpxC","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.214","AK38_187",,"PATRIC.214092.181.CP009973.CDS.222088.225144.fwd","PATRIC","CDS",222088,225144,3057,"+","FIG00001220","PLF_629_00000281","PGF_00065477",,1018,,"Uncharacterized protein YdiJ",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2134","AK38_2010",,"PATRIC.214092.181.CP009973.CDS.2220926.2222077.rev","PATRIC","CDS",2220926,2222077,1152,"-","FIG00000145","PLF_629_00001559","PGF_03520151",,383,"ftsZ","Cell division protein FtsZ",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2135","AK38_2011",,"PATRIC.214092.181.CP009973.CDS.2222150.2223406.rev","PATRIC","CDS",2222150,2223406,1257,"-","FIG00000385","PLF_629_00001557","PGF_00843497",,418,"ftsA","Cell division protein FtsA",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2136","AK38_2012",,"PATRIC.214092.181.CP009973.CDS.2223433.2224260.rev","PATRIC","CDS",2223433,2224260,828,"-","FIG00021517","PLF_629_00001106","PGF_10535492",,275,"ftsQ","Cell division protein FtsQ",
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2137","AK38_2013",,"PATRIC.214092.181.CP009973.CDS.2224262.2225182.rev","PATRIC","CDS",2224262,2225182,921,"-","FIG00000350","PLF_629_00001577","PGF_10518532",,306,,"D-alanine--D-alanine ligase (EC 6.3.2.4)","GO:0008716|D-alanine-D-alanine ligase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2138","AK38_2014",,"PATRIC.214092.181.CP009973.CDS.2225175.2226677.rev","PATRIC","CDS",2225175,2226677,1503,"-","FIG00135554","PLF_629_00001011","PGF_00063999",,500,"murC","UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)","GO:0008763|UDP-N-acetylmuramate-L-alanine ligase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2139","AK38_2015",,"PATRIC.214092.181.CP009973.CDS.2226788.2227858.rev","PATRIC","CDS",2226788,2227858,1071,"-","FIG00047056","PLF_629_00001437","PGF_03295331",,356,"murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)","GO:0050511|undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity;GO:0050511|UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2140","AK38_2016",,"PATRIC.214092.181.CP009973.CDS.2227855.2229057.rev","PATRIC","CDS",2227855,2229057,1203,"-","FIG00000025","PLF_629_00000593","PGF_10125426",,400,"ftsW","Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)","GO:0008955|peptidoglycan glycosyltransferase activity"
"Yersinia pestis CO92","214092.181","CP009973","fig|214092.181.peg.2141","AK38_2017",,"PATRIC.214092.181.CP009973.CDS.2229057.2230373.rev","PATRIC","CDS",2229057,2230373,1317,"-","FIG00085033","PLF_629_00001438","PGF_06162930",,438,"murD","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)","GO:0008764|UDP-N-acetylmuramoylalanine-D-glutamate ligase activity"
