Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
"fig|198094.11.peg.4512","Protein","Translation elongation factor LepA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4544","lepA","RefSeq.9606.33.NC_000018.CDS.9182433.9281126.fwd","Protein","ankyrin repeat domain-containing protein 12 isoform X3","Primates",9606,"9606.33","Homo sapiens",,"ANKRD12","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817946;imex:IM-13779-2133",
"fig|198094.11.peg.4320","Protein","Acetylornithine aminotransferase (EC 2.6.1.11)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4352","argD","RefSeq.9606.33.NC_000014.CDS.49768469.49785589.fwd","Protein","kelch domain-containing protein 2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"KLHDC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830818;imex:IM-13779-3464",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000006.CDS.11185162.11306003.rev","Protein","enhancer of filamentation 1 isoform 3","Primates",9606,"9606.33","Homo sapiens",,"NEDD9","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2837151;imex:IM-13779-4188",
"fig|198094.11.peg.5541","Protein","CTP synthase (EC 6.3.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5583","pyrG","RefSeq.9606.33.NC_000005.CDS.40680994.40696726.fwd","Protein","prostaglandin E2 receptor EP4 subtype isoform X3","Primates",9606,"9606.33","Homo sapiens",,"PTGER4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2839277;imex:IM-13779-4425",
"fig|198094.11.peg.80","Protein","DNA integrity scanning protein DisA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0082",,"RefSeq.9606.33.NC_000016.CDS.50319211.50368774.rev","Protein","bromodomain-containing protein 7 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"BRD7","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817757;imex:IM-13779-2113",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000001.CDS.153930297.153945144.rev","Protein","DENN domain-containing protein 4B isoform X3","Primates",9606,"9606.33","Homo sapiens",,"DENND4B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835098;imex:IM-13779-3951",
"fig|198094.11.peg.4389","Protein","Translation elongation factor P","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4421","efp","RefSeq.9606.33.NC_000017.CDS.65635971.66183299.rev","Protein","centrosomal protein of 112 kDa isoform X2","Primates",9606,"9606.33","Homo sapiens",,"CEP112","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2836906;imex:IM-13779-4157",
"fig|198094.11.peg.4512","Protein","Translation elongation factor LepA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4544","lepA","RefSeq.9606.33.NC_000002.CDS.197500437.197503259.fwd","Protein","10 kDa heat shock protein, mitochondrial","Primates",9606,"9606.33","Homo sapiens",,"HSPE1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2836407;imex:IM-13779-4104",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000023.CDS.41123629.41232524.fwd","Protein","probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4","Primates",9606,"9606.33","Homo sapiens",,"USP9X","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819609;imex:IM-13779-2295",
"fig|198094.11.peg.4143","Protein","Arginine decarboxylase (EC 4.1.1.19)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4172","cad-2","RefSeq.9606.33.NC_000014.CDS.91969673.92039685.rev","Protein","thyroid receptor-interacting protein 11","Primates",9606,"9606.33","Homo sapiens",,"TRIP11","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2812201;imex:IM-13779-1603",
"fig|198094.11.peg.391","Protein","Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0396","proS-1","RefSeq.9606.33.NC_000012.CDS.7189934.7210223.fwd","Protein","peroxisomal biogenesis factor 5 isoform X5","Primates",9606,"9606.33","Homo sapiens",,"PEX5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2827780;imex:IM-13779-3120",
"fig|198094.11.peg.2142","Protein","UPF0403 protein YphP","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2173",,"RefSeq.9606.33.NC_000006.CDS.30489532.30492581.fwd","Protein","HLA class I histocompatibility antigen, alpha chain E precursor","Primates",9606,"9606.33","Homo sapiens",,"HLA-E","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832406;imex:IM-13779-3643",
"fig|198094.11.peg.12","Protein","Seryl-tRNA synthetase (EC 6.1.1.11)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0012","serS","RefSeq.9606.33.NC_000012.CDS.53295568.53299345.fwd","Protein","prefoldin subunit 5 isoform gamma","Primates",9606,"9606.33","Homo sapiens",,"PFDN5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2827740;imex:IM-13779-3115",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000006.CDS.33301692.33314041.rev","Protein","tapasin isoform X1","Primates",9606,"9606.33","Homo sapiens",,"TAPBP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820310;imex:IM-13779-2368",
"fig|198094.11.peg.5081","Protein","Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5120","glgA","RefSeq.9606.33.NC_000002.CDS.74526800.74529721.rev","Protein","ancient ubiquitous protein 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"AUP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2837888;imex:IM-13779-4269",
"fig|198094.11.peg.4187","Protein","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4218","metE","RefSeq.9606.33.NC_000012.CDS.53481182.53487391.rev","Protein","mitogen-activated protein kinase kinase kinase 12 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"MAP3K12","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830201;imex:IM-13779-3394",
"fig|198094.11.peg.1123","Protein","ATP-dependent nuclease, subunit A","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1142","addA","RefSeq.9606.33.NC_000020.CDS.63737550.63738900.fwd","Protein","lck-interacting transmembrane adapter 1 precursor","Primates",9606,"9606.33","Homo sapiens",,"LIME1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830573;imex:IM-13779-3435",
"fig|198094.11.peg.3920","Protein","Translation initiation factor 2","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3950","infB","RefSeq.9606.33.NC_000011.CDS.65855336.65858099.rev","Protein","cofilin-1","Primates",9606,"9606.33","Homo sapiens",,"CFL1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813260;imex:IM-13779-1701",
"fig|198094.11.peg.4419","Protein","Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4449","gcvT","RefSeq.9606.33.NC_000013.CDS.19965226.20086014.fwd","Protein","zinc finger MYM-type protein 2 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"ZMYM2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818571;imex:IM-13779-2190",
"fig|198094.11.peg.4177","Protein","Polyphosphate kinase (EC 2.7.4.1)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4208","ppk","RefSeq.9606.33.NC_000002.CDS.27433274.27441812.fwd","Protein","nuclear receptor-binding protein","Primates",9606,"9606.33","Homo sapiens",,"NRBP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811731;imex:IM-13779-1559",
"fig|198094.11.peg.2142","Protein","UPF0403 protein YphP","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2173",,"RefSeq.9606.33.NC_000011.CDS.926022.1010625.fwd","Protein","AP-2 complex subunit alpha-2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"AP2A2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2810845;imex:IM-13779-1479",
"fig|198094.11.peg.84","Protein","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0086","gltX","RefSeq.9606.33.NC_000005.CDS.177511791.177516945.rev","Protein","probable ATP-dependent RNA helicase DDX41","Primates",9606,"9606.33","Homo sapiens",,"DDX41","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835126;imex:IM-13779-3957",
"fig|198094.11.peg.1245","Protein","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1270","sucA","RefSeq.9606.33.NC_000010.CDS.102108093.102120110.rev","Protein","LIM domain-binding protein 1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"LDB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830724;imex:IM-13779-3455",
"fig|198094.11.peg.4849","Protein","Acetate kinase (EC 2.7.2.1)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4888","ackA","RefSeq.9606.33.NC_000010.CDS.119168480.119178790.rev","Protein","thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor","Primates",9606,"9606.33","Homo sapiens",,"PRDX3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2827088;imex:IM-13779-3043",
"fig|198094.11.peg.296","Protein","DNA ligase (NAD(+)) (EC 6.5.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0306","ligA","RefSeq.9606.33.NC_000023.CDS.107826427.107927073.fwd","Protein","probable E3 ubiquitin-protein ligase MID2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"MID2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820202;imex:IM-13779-2357",
"fig|198094.11.peg.1123","Protein","ATP-dependent nuclease, subunit A","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1142","addA","RefSeq.9606.33.NC_000004.CDS.185445502.185471683.rev","Protein","coiled-coil domain-containing protein 110 isoform a","Primates",9606,"9606.33","Homo sapiens",,"CCDC110","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2837009;imex:IM-13779-4169",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000002.CDS.108449275.108507630.fwd","Protein","GRIP and coiled-coil domain-containing protein 2","Primates",9606,"9606.33","Homo sapiens",,"GCC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811168;imex:IM-13779-1508",
"fig|198094.11.peg.4840","Protein","Argininosuccinate synthase (EC 6.3.4.5)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4880","argG","RefSeq.9606.33.NC_000014.CDS.34563122.34630152.rev","Protein","sorting nexin-6 isoform b","Primates",9606,"9606.33","Homo sapiens",,"SNX6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822244;imex:IM-13779-2563",
"fig|198094.11.peg.1288","Protein","Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1316",,"RefSeq.9606.33.NC_000015.CDS.44711547.44716342.fwd","Protein","beta-2-microglobulin precursor","Primates",9606,"9606.33","Homo sapiens",,"B2M","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813438;imex:IM-13779-1715",
"fig|198094.11.peg.3071","Protein","NAD-dependent protein deacetylase of SIR2 family","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3089",,"RefSeq.9606.33.NC_000001.CDS.64834562.64886264.rev","Protein","tyrosine-protein kinase JAK1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"JAK1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831274;imex:IM-13779-3514",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000016.CDS.28823260.28836800.fwd","Protein","ataxin-2-like protein isoform E","Primates",9606,"9606.33","Homo sapiens",,"ATXN2L","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2837909;imex:IM-13779-4273",
"fig|198094.11.peg.1157","Protein","ClpB protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1177","clpB","RefSeq.9606.33.NC_000012.CDS.51281499.51324515.rev","Protein","bridging integrator 2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"BIN2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813419;intact:EBI-2810825;imex:IM-13779-1478;imex:IM-13779-1713",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000005.CDS.129094767.129113001.fwd","Protein","isochorismatase domain-containing protein 1","Primates",9606,"9606.33","Homo sapiens",,"ISOC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831432;imex:IM-13779-3532",
"fig|198094.11.peg.879","Protein","Protein translocase subunit SecA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0882","secA-1","RefSeq.9606.33.NC_000018.CDS.5393473.5489183.rev","Protein","band 4.1-like protein 3 isoform X8","Primates",9606,"9606.33","Homo sapiens",,"EPB41L3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2834815;imex:IM-13779-3916",
"fig|198094.11.peg.3940","Protein","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3970","gid","RefSeq.9606.33.NC_000005.CDS.151020655.151028130.fwd","Protein","glutathione peroxidase 3 precursor","Primates",9606,"9606.33","Homo sapiens",,"GPX3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832961;imex:IM-13779-3708",
"fig|198094.11.peg.10","Protein","Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing), synthase subunit (EC 4.3.3.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0010",,"RefSeq.9606.33.NC_000005.CDS.146203766.146286030.fwd","Protein","RNA-binding protein 27 isoform X4","Primates",9606,"9606.33","Homo sapiens",,"RBM27","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2823870;imex:IM-13779-2731",
"fig|198094.11.peg.4840","Protein","Argininosuccinate synthase (EC 6.3.4.5)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4880","argG","RefSeq.9606.33.NC_000012.CDS.131895002.131921361.fwd","Protein","serine/threonine-protein kinase ULK1 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"ULK1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819683;imex:IM-13779-2301",
"fig|198094.11.peg.296","Protein","DNA ligase (NAD(+)) (EC 6.5.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0306","ligA","RefSeq.9606.33.NC_000013.CDS.40933425.40982054.rev","Protein","ETS-related transcription factor Elf-1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ELF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817099;imex:IM-13779-2048",
"fig|198094.11.peg.370","Protein","DNA topoisomerase III (EC 5.99.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0375","topB-1","RefSeq.9606.33.NC_000012.CDS.119179313.119193858.fwd","Protein","heat shock protein beta-8","Primates",9606,"9606.33","Homo sapiens",,"HSPB8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2816661;imex:IM-13779-2003",
"fig|198094.11.peg.1498","Protein","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1526","gpsA","RefSeq.9606.33.NC_000006.CDS.12015629.12164461.fwd","Protein","zinc finger protein 40 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"HIVEP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818750;imex:IM-13779-2205",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000010.CDS.114125143.114163268.rev","Protein","coiled-coil domain-containing protein 186 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CCDC186","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817461;imex:IM-13779-2085",
"fig|198094.11.peg.1245","Protein","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1270","sucA","RefSeq.9606.33.NC_000024.CDS.12904937.12918122.fwd","Protein","ATP-dependent RNA helicase DDX3Y isoform X1","Primates",9606,"9606.33","Homo sapiens",,"DDX3Y","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835133;imex:IM-13779-3953",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000002.CDS.188974490.189011774.fwd","Protein","collagen alpha-1(III) chain preproprotein","Primates",9606,"9606.33","Homo sapiens",,"COL3A1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835892;imex:IM-13779-4044",
"fig|198094.11.peg.4661","Protein","Porphobilinogen deaminase (EC 2.5.1.61)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4696","hemC","RefSeq.9606.33.NC_000019.CDS.45765501.45768844.rev","Protein","homeobox protein SIX5","Primates",9606,"9606.33","Homo sapiens",,"SIX5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822639;imex:IM-13779-2605",
"fig|198094.11.peg.104","Protein","Translation elongation factor G","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0107","fusA","RefSeq.9606.33.NC_000019.CDS.6887609.6940029.fwd","Protein","EGF-like module-containing mucin-like hormone receptor-like 1 isoform 4 precursor","Primates",9606,"9606.33","Homo sapiens",,"ADGRE1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2834427;imex:IM-13779-3873",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000002.CDS.202207253.202238451.rev","Protein","small ubiquitin-related modifier 1 isoform a precursor","Primates",9606,"9606.33","Homo sapiens",,"SUMO1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821603;imex:IM-13779-2496",
"fig|198094.11.peg.4670","Protein","Cell division trigger factor (EC 5.2.1.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4705","tig","RefSeq.9606.33.NC_000014.CDS.103386030.103503227.fwd","Protein","MAP/microtubule affinity-regulating kinase 3 isoform X4","Primates",9606,"9606.33","Homo sapiens",,"MARK3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830021;imex:IM-13779-3373",
"fig|198094.11.peg.1138","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1158","hemH-2","RefSeq.9606.33.NC_000016.CDS.19503470.19521964.rev","Protein","glycerophosphodiester phosphodiesterase 1","Primates",9606,"9606.33","Homo sapiens",,"GDE1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2833337;imex:IM-13779-3749",
"fig|198094.11.peg.1835","Protein","Chlorohydrolase/deaminase family protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1865",,"RefSeq.9606.33.NC_000014.CDS.55137374.55145394.fwd","Protein","galectin-3 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"LGALS3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830629;imex:IM-13779-3438",
"fig|198094.11.peg.5569","Protein","Arginyl-tRNA synthetase (EC 6.1.1.19)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5611","argS","RefSeq.9606.33.NC_000017.CDS.20096652.20314065.fwd","Protein","cytospin-B isoform X1","Primates",9606,"9606.33","Homo sapiens",,"SPECC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2814483;imex:IM-13779-1807",
"fig|198094.11.peg.824","Protein","N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0822","murQ","RefSeq.9606.33.NC_000017.CDS.35258691.35265888.fwd","Protein","schlafen family member 5","Primates",9606,"9606.33","Homo sapiens",,"SLFN5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822626;imex:IM-13779-2600",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000014.CDS.55137374.55145394.fwd","Protein","galectin-3 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"LGALS3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809809;imex:IM-13779-1398",
"fig|198094.11.peg.73","Protein","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0076","lysS","RefSeq.9606.33.NC_000005.CDS.218356.263443.fwd","Protein","succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform X2","Primates",9606,"9606.33","Homo sapiens",,"SDHA","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835061;imex:IM-13779-3944",
"fig|198094.11.peg.1017","Protein","Glycerol kinase (EC 2.7.1.30)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1026","glpK","RefSeq.9606.33.NC_000007.CDS.114922417.115015935.fwd","Protein","myoD family inhibitor domain-containing protein isoform p40","Primates",9606,"9606.33","Homo sapiens",,"MDFIC","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2812896;imex:IM-13779-1666",
"fig|198094.11.peg.1138","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1158","hemH-2","RefSeq.9606.33.NC_000003.CDS.160400827.160433809.fwd","Protein","structural maintenance of chromosomes protein 4 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"SMC4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822485;imex:IM-13779-2591",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000012.CDS.27022580.27028461.fwd","Protein","mediator of RNA polymerase II transcription subunit 21 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"MED21","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829856;imex:IM-13779-3355",
"fig|198094.11.peg.3077","Protein","Lactam utilization protein LamB","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3095",,"RefSeq.9606.33.NC_000015.CDS.81182857.81308798.fwd","Protein","pro-interleukin-16 isoform X3","Primates",9606,"9606.33","Homo sapiens",,"IL16","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831601;imex:IM-13779-3549",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000001.CDS.244854450.244864307.rev","Protein","heterogeneous nuclear ribonucleoprotein U isoform a","Primates",9606,"9606.33","Homo sapiens",,"HNRNPU","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832138;imex:IM-13779-3608",
"fig|198094.11.peg.84","Protein","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0086","gltX","RefSeq.9606.33.NC_000006.CDS.130858136.130956485.rev","Protein","band 4.1-like protein 2 isoform X3","Primates",9606,"9606.33","Homo sapiens",,"EPB41L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817169;imex:IM-13779-2052",
"fig|198094.11.peg.5541","Protein","CTP synthase (EC 6.3.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5583","pyrG","RefSeq.9606.33.NC_000006.CDS.87155592.87261801.fwd","Protein","zinc finger protein 292","Primates",9606,"9606.33","Homo sapiens",,"ZNF292","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818438;imex:IM-13779-2175",
"fig|198094.11.peg.1822","Protein","Ketol-acid reductoisomerase (EC 1.1.1.86)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1852","ilvC-2","RefSeq.9606.33.NC_000011.CDS.117986468.117999641.fwd","Protein","interleukin-10 receptor subunit alpha precursor","Primates",9606,"9606.33","Homo sapiens",,"IL10RA","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831986;imex:IM-13779-3592",
