Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|214092.21.peg.1399,Protein,"Heat shock protein GrpE",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1107,,RefSeq.9606.33.NC_000003.CDS.99833235.99931020.rev,Protein,"filamin A-interacting protein 1-like isoform 1",Primates,9606,9606.33,Homo sapiens,,FILIP1L,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847747,imex:IM-13779-5186",
fig|214092.21.peg.1159,Protein,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0888,lysS,RefSeq.9606.33.NC_000001.CDS.161047715.161069624.rev,Protein,"rho GTPase-activating protein 30 isoform 1",Primates,9606,9606.33,Homo sapiens,,ARHGAP30,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856173,imex:IM-13779-6081",
fig|214092.21.peg.4375,Protein,"Porphobilinogen deaminase (EC 2.5.1.61)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3849,hemC,RefSeq.9606.33.NC_000009.CDS.124353598.124415425.rev,Protein,"proteasome subunit beta type-7 proprotein",Primates,9606,9606.33,Homo sapiens,,PSMB7,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860487,imex:IM-13779-6521",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841531,imex:IM-13779-4606",
fig|214092.21.peg.1477,Protein,"D-lactate dehydrogenase (EC 1.1.1.28)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1177,dld,RefSeq.9606.33.NC_000001.CDS.180288363.180502266.rev,Protein,"acyl-CoA-binding domain-containing protein 6",Primates,9606,9606.33,Homo sapiens,,ACBD6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848790,imex:IM-13779-5298",
fig|214092.21.peg.4383,Protein,"TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3857,,RefSeq.9606.33.NC_000016.CDS.8625666.8661193.fwd,Protein,"methyltransferase-like protein 22 isoform X1",Primates,9606,9606.33,Homo sapiens,,METTL22,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872637,imex:IM-13779-7947",
fig|214092.21.peg.4095,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3600,,RefSeq.9606.33.NC_000003.CDS.194136381.194138233.fwd,Protein,"transcription factor HES-1",Primates,9606,9606.33,Homo sapiens,,HES1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847442,imex:IM-13779-5154",
fig|214092.21.peg.268,Protein,"Orotate phosphoribosyltransferase (EC 2.4.2.10)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0045,pyrE,RefSeq.9606.33.NC_000010.CDS.112950757.113165972.fwd,Protein,"transcription factor 7-like 2 isoform X17",Primates,9606,9606.33,Homo sapiens,,TCF7L2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852720,imex:IM-13779-5705",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000002.CDS.25234279.25313984.rev,Protein,"DNA (cytosine-5)-methyltransferase 3A isoform X1",Primates,9606,9606.33,Homo sapiens,,DNMT3A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871420,imex:IM-13779-7807",
fig|214092.21.peg.4425,Protein,"Dihydroxy-acid dehydratase (EC 4.2.1.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3897,ilvD,RefSeq.9606.33.NC_000003.CDS.41224069.41239746.fwd,Protein,"catenin beta-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,CTNNB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848148,imex:IM-13779-5229",
fig|214092.21.peg.3079,Protein,"Glycine betaine/L-proline transport system permease protein ProW (TC 3.A.1.12.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2646,proW,RefSeq.9606.33.NC_000006.CDS.30489532.30492581.fwd,Protein,"HLA class I histocompatibility antigen, alpha chain E precursor",Primates,9606,9606.33,Homo sapiens,,HLA-E,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867802,imex:IM-13779-7382",
fig|214092.21.peg.2064,Protein,"Oligogalacturonate lyase (EC 4.2.2.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1713,ogl,RefSeq.9606.33.NC_000013.CDS.45337386.45341069.rev,Protein,"translationally-controlled tumor protein isoform 2",Primates,9606,9606.33,Homo sapiens,,TPT1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852959,imex:IM-13779-5731",
fig|214092.21.peg.1225,Protein,"Putative virulence determinant",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0947,,RefSeq.9606.33.NC_000005.CDS.150402240.150412749.rev,Protein,"HLA class II histocompatibility antigen gamma chain isoform a",Primates,9606,9606.33,Homo sapiens,,CD74,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2868050,imex:IM-13779-7412",
fig|214092.21.peg.2885,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2473,,RefSeq.9606.33.NC_000003.CDS.52495414.52524356.fwd,Protein,"stabilin-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,STAB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2853892,imex:IM-13779-5835",
fig|214092.21.peg.1184,Protein,"Xaa-Pro aminopeptidase (EC 3.4.11.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0910,pepP,RefSeq.9606.33.NC_000005.CDS.80434148.80477377.fwd,Protein,"zinc finger FYVE domain-containing protein 16 isoform X1",Primates,9606,9606.33,Homo sapiens,,ZFYVE16,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849580,imex:IM-13779-5372",
fig|214092.21.peg.3339,Protein,"Peptidase B (EC 3.4.11.23)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2889,pepB,RefSeq.9606.33.NC_000001.CDS.103526071.103551780.fwd,Protein,"RNA-binding protein 40",Primates,9606,9606.33,Homo sapiens,,RNPC3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856470,imex:IM-13779-6110",
fig|214092.21.peg.4639,Protein,"Chromosomal replication initiator protein DnaA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4097,dnaA,RefSeq.9606.33.NC_000001.CDS.31576399.31586979.fwd,Protein,"tubulointerstitial nephritis antigen-like isoform X3",Primates,9606,9606.33,Homo sapiens,,TINAGL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2844312,imex:IM-13779-4854",
fig|214092.21.peg.1548,Protein,"Phage tail length tape-measure protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1245,,RefSeq.9606.33.NC_000016.CDS.46660472.46689133.rev,Protein,"vacuolar protein sorting-associated protein 35",Primates,9606,9606.33,Homo sapiens,,VPS35,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2850554,imex:IM-13779-5472",
fig|214092.21.peg.1307,Protein,"Protease III precursor (EC 3.4.24.55)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1019,ptr,RefSeq.9606.33.NC_000023.CDS.71107736.71111539.rev,Protein,"cytokine receptor common subunit gamma precursor",Primates,9606,9606.33,Homo sapiens,,IL2RG,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841643,imex:IM-13779-4615",
fig|214092.21.peg.4247,Protein,"Phosphoribosylamine--glycine ligase (EC 6.3.4.13)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3729,purD,RefSeq.9606.33.NC_000006.CDS.35297857.35321410.fwd,Protein,"differentially expressed in FDCP 6 homolog",Primates,9606,9606.33,Homo sapiens,,DEF6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871608,imex:IM-13779-7828",
fig|214092.21.peg.4663,Protein,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4119,glmU,RefSeq.9606.33.NC_000006.CDS.12015629.12164461.fwd,Protein,"zinc finger protein 40 isoform X1",Primates,9606,9606.33,Homo sapiens,,HIVEP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843782,imex:IM-13779-4800",
fig|214092.21.peg.4143,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3640,,RefSeq.9606.33.NC_000010.CDS.103967746.104025720.fwd,Protein,"STE20-like serine/threonine-protein kinase isoform X1",Primates,9606,9606.33,Homo sapiens,,SLK,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854620,imex:IM-13779-5925",
fig|214092.21.peg.3153,Protein,"Sigma factor RpoE negative regulatory protein RseA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2712,rseA,RefSeq.9606.33.NC_000013.CDS.32436382.32537027.rev,Protein,"NEDD4-binding protein 2-like 2 isoform X2",Primates,9606,9606.33,Homo sapiens,,N4BP2L2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847686,imex:IM-13779-5179",
fig|214092.21.peg.3292,Protein,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2848,yegN,RefSeq.9606.33.NC_000014.CDS.94111683.94116527.fwd,Protein,"interferon alpha-inducible protein 27, mitochondrial isoform 2",Primates,9606,9606.33,Homo sapiens,,IFI27,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847220,imex:IM-13779-5134",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000017.CDS.7390385.7394110.rev,Protein,"phospholipid scramblase 3",Primates,9606,9606.33,Homo sapiens,,PLSCR3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2840412,imex:IM-13779-4508",
fig|214092.21.peg.1570,Protein,"ATP-dependent RNA helicase YejH",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1265,,RefSeq.9606.33.NC_000014.CDS.94111683.94116527.fwd,Protein,"interferon alpha-inducible protein 27, mitochondrial isoform 2",Primates,9606,9606.33,Homo sapiens,,IFI27,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867060,imex:IM-13779-7289",
fig|214092.21.peg.750,Protein,"Uncharacterized protein ImpA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0499,,RefSeq.9606.33.NC_000011.CDS.47418835.47426279.rev,Protein,"26S protease regulatory subunit 6A isoform X2",Primates,9606,9606.33,Homo sapiens,,PSMC3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860579,imex:IM-13779-6533",
fig|214092.21.peg.3446,Protein,"Cysteine synthase (EC 2.5.1.47)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2992,cysK,RefSeq.9606.33.NC_000018.CDS.62187506.62305534.fwd,Protein,"lisH domain and HEAT repeat-containing protein KIAA1468",Primates,9606,9606.33,Homo sapiens,,KIAA1468,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866135,imex:IM-13779-7181",
fig|214092.21.peg.2000,Protein,"beta-galactosidase (EC 3.2.1.23)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1654,lacZ,RefSeq.9606.33.NC_000015.CDS.44711547.44716342.fwd,Protein,"beta-2-microglobulin precursor",Primates,9606,9606.33,Homo sapiens,,B2M,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875221,imex:IM-13779-8248",
fig|214092.21.peg.3245,Protein,"putative membrane protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2801,,RefSeq.9606.33.NC_000006.CDS.37354165.37390852.fwd,Protein,"E3 ubiquitin-protein ligase RNF8 isoform X2",Primates,9606,9606.33,Homo sapiens,,RNF8,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856008,imex:IM-13779-6062",
fig|214092.21.peg.4333,Protein,"Cell division protein FtsX",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3812,ftsX,RefSeq.9606.33.NC_000009.CDS.19108613.19126426.rev,Protein,"perilipin-2 isoform X1",Primates,9606,9606.33,Homo sapiens,,PLIN2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876377,imex:IM-13779-8395",
fig|214092.21.peg.3079,Protein,"Glycine betaine/L-proline transport system permease protein ProW (TC 3.A.1.12.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2646,proW,RefSeq.9606.33.NC_000008.CDS.17935611.18027662.fwd,Protein,"pericentriolar material 1 protein isoform X19",Primates,9606,9606.33,Homo sapiens,,PCM1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861797,imex:IM-13779-6673",
fig|214092.21.peg.587,Protein,"Heat shock protein 60 family chaperone GroEL",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0351,groEL,RefSeq.9606.33.NC_000017.CDS.41689039.41690826.fwd,Protein,"eukaryotic translation initiation factor 1",Primates,9606,9606.33,Homo sapiens,,EIF1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2870718,imex:IM-13779-7727",
fig|214092.21.peg.3801,Protein,"Sugar ABC transporter, substrate-binding protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3328,,RefSeq.9606.33.NC_000013.CDS.45337386.45341069.rev,Protein,"translationally-controlled tumor protein isoform 2",Primates,9606,9606.33,Homo sapiens,,TPT1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852932,imex:IM-13779-5728",
fig|214092.21.peg.725,Protein,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0477,ispH,RefSeq.9606.33.NC_000017.CDS.2638289.2681802.fwd,Protein,"platelet-activating factor acetylhydrolase IB subunit alpha",Primates,9606,9606.33,Homo sapiens,,PAFAH1B1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865357,imex:IM-13779-7087",
fig|214092.21.peg.3194,Protein,"Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2750,,RefSeq.9606.33.NC_000011.CDS.57235862.57237004.rev,Protein,"apelin receptor",Primates,9606,9606.33,Homo sapiens,,APLNR,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875895,imex:IM-13779-8331",
fig|214092.21.peg.3117,Protein,"N,N'-diacetylchitobiose utilization operon protein YdjC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2682,,RefSeq.9606.33.NC_000019.CDS.49635576.49640098.rev,Protein,"ras-related protein R-Ras precursor",Primates,9606,9606.33,Homo sapiens,,RRAS,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855805,imex:IM-13779-6041",
fig|214092.21.peg.2285,Protein,"Iron siderophore ABC transporter, permease/ATP-binding protein YbtQ",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1914,irp7,RefSeq.9606.33.NC_000022.CDS.41367533.41395960.fwd,Protein,"thyrotroph embryonic factor isoform 2",Primates,9606,9606.33,Homo sapiens,,TEF,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852826,imex:IM-13779-5719",
fig|214092.21.peg.802,Protein,"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0549,ftsI,RefSeq.9606.33.NC_000002.CDS.157415677.157444020.rev,Protein,"cytohesin-interacting protein",Primates,9606,9606.33,Homo sapiens,,CYTIP,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860463,imex:IM-13779-6517",
fig|214092.21.peg.2211,Protein,"L-cystine ABC transporter (wide substrate range), ATP-binding protein YecC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1848,yecC,RefSeq.9606.33.NC_000002.CDS.27653485.27662192.rev,Protein,"STAGA complex 65 subunit gamma isoform a",Primates,9606,9606.33,Homo sapiens,,SUPT7L,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841238,imex:IM-13779-4579",
fig|214092.21.peg.961,Protein,"Outer membrane usher protein PapC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0698,,RefSeq.9606.33.NC_000008.CDS.27491209.27544522.fwd,Protein,"bifunctional epoxide hydrolase 2 isoform a",Primates,9606,9606.33,Homo sapiens,,EPHX2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867377,imex:IM-13779-7327",
fig|214092.21.peg.1213,Protein,"Glutathione synthetase (EC 6.3.2.3)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0935,gshB,RefSeq.9606.33.NC_000011.CDS.65855336.65858099.rev,Protein,"cofilin-1",Primates,9606,9606.33,Homo sapiens,,CFL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872825,imex:IM-13779-7970",
fig|214092.21.peg.928,Protein,"Topoisomerase IV subunit B (EC 5.99.1.-)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0668,parE,RefSeq.9606.33.NC_000003.CDS.42601007.42645975.fwd,Protein,"NK-tumor recognition protein isoform X2",Primates,9606,9606.33,Homo sapiens,,NKTR,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2846308,imex:IM-13779-5048",
fig|214092.21.peg.1884,Protein,"Histidinol-phosphate aminotransferase (EC 2.6.1.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1547,hisC,RefSeq.9606.33.NC_000013.CDS.110150363.110307027.rev,Protein,"collagen alpha-1(IV) chain isoform 1 preproprotein",Primates,9606,9606.33,Homo sapiens,,COL4A1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872977,imex:IM-13779-7992",
fig|214092.21.peg.3691,Protein,"DNA polymerase IV (EC 2.7.7.7)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3231,dinP,RefSeq.9606.33.NC_000003.CDS.128620411.128650800.rev,Protein,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 precursor",Primates,9606,9606.33,Homo sapiens,,RPN1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856131,imex:IM-13779-6076",
fig|214092.21.peg.3428,Protein,"Uncharacterized PLP-dependent aminotransferase YfdZ",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2975,,RefSeq.9606.33.NC_000002.CDS.46297912.46384660.fwd,Protein,"endothelial PAS domain-containing protein 1",Primates,9606,9606.33,Homo sapiens,,EPAS1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847860,imex:IM-13779-5199",
fig|214092.21.peg.2184,Protein,"Flagellar motor switch protein FliN",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1822,fliN,RefSeq.9606.33.NC_000010.CDS.43386637.43387884.rev,Protein,"heterogeneous nuclear ribonucleoprotein F",Primates,9606,9606.33,Homo sapiens,,HNRNPF,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867611,imex:IM-13779-7357",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000020.CDS.25615925.25623948.rev,Protein,"N-acylneuraminate-9-phosphatase",Primates,9606,9606.33,Homo sapiens,,NANP,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863654,imex:IM-13779-6890",
fig|214092.21.peg.3248,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2804,,RefSeq.9606.33.NC_000012.CDS.14787065.14801383.rev,Protein,"WW domain-binding protein 11",Primates,9606,9606.33,Homo sapiens,,WBP11,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2850284,imex:IM-13779-5444",
fig|214092.21.peg.2510,Protein,"Phage tail assembly protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2123,,RefSeq.9606.33.NC_000006.CDS.31952301.31958446.rev,Protein,"negative elongation factor E",Primates,9606,9606.33,Homo sapiens,,NELFE,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863392,imex:IM-13779-6864",
fig|214092.21.peg.1678,Protein,"Hydroxylamine reductase (EC 1.7.99.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1360,hcp,RefSeq.9606.33.NC_000002.CDS.130339120.130342229.rev,Protein,"coiled-coil domain-containing protein 115 isoform X1",Primates,9606,9606.33,Homo sapiens,,CCDC115,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874147,imex:IM-13779-8120",
fig|214092.21.peg.399,Protein,"Uncharacterized protein YjgR",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0168,,RefSeq.9606.33.NC_000007.CDS.128392928.128409901.rev,Protein,"inosine-5'-monophosphate dehydrogenase 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,IMPDH1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866700,imex:IM-13779-7244",
fig|214092.21.peg.1220,Protein,"Pyrroline-5-carboxylate reductase (EC 1.5.1.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0942,proC,RefSeq.9606.33.NC_000008.CDS.94719999.94789910.fwd,Protein,"probable C-mannosyltransferase DPY19L4 isoform X2",Primates,9606,9606.33,Homo sapiens,,DPY19L4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871921,imex:IM-13779-7863",
fig|214092.21.peg.2936,Protein,"23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2519,,RefSeq.9606.33.NC_000003.CDS.52495414.52524356.fwd,Protein,"stabilin-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,STAB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2853885,imex:IM-13779-5834",
fig|214092.21.peg.2430,Protein,"Putative haemolysin/cytolysin secreted via TPS pathway",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2045,,RefSeq.9606.33.NC_000006.CDS.31530434.31540532.rev,Protein,"spliceosome RNA helicase DDX39B",Primates,9606,9606.33,Homo sapiens,,DDX39B,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2850980,imex:IM-13779-5514",
fig|214092.21.peg.1138,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0870,,RefSeq.9606.33.NC_000011.CDS.88294006.88337672.rev,Protein,"dipeptidyl peptidase 1 isoform a preproprotein",Primates,9606,9606.33,Homo sapiens,,CTSC,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874322,imex:IM-13779-8144",
fig|214092.21.peg.3198,Protein,"Translation elongation factor P Lys34 hydroxylase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2754,,RefSeq.9606.33.NC_000011.CDS.14505192.14610986.rev,Protein,"proteasome subunit alpha type-1 isoform 1",Primates,9606,9606.33,Homo sapiens,,PSMA1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2845847,imex:IM-13779-5002",
fig|214092.21.peg.2000,Protein,"beta-galactosidase (EC 3.2.1.23)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1654,lacZ,RefSeq.9606.33.NC_000012.CDS.49742137.49762896.fwd,Protein,"bax inhibitor 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,TMBIM6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874910,imex:IM-13779-8208",
fig|214092.21.peg.1280,Protein,"Aerobactin siderophore receptor IutA @ TonB-dependent siderophore receptor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0994,iutA,RefSeq.9606.33.NC_000022.CDS.29328821.29367243.rev,Protein,"AP-1 complex subunit beta-1 isoform a",Primates,9606,9606.33,Homo sapiens,,AP1B1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876028,imex:IM-13779-8351",
fig|214092.21.peg.978,Protein,"Flagellar regulatory protein FleQ",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0712,flbD,RefSeq.9606.33.NC_000017.CDS.27631266.27648982.fwd,Protein,"galectin-9 isoform X1",Primates,9606,9606.33,Homo sapiens,,LGALS9,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843694,imex:IM-13779-4793",
fig|214092.21.peg.2115,Protein,"PTS system, mannose-specific IIA component / PTS system, mannose-specific IIB component (EC 2.7.1.69)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1758,gptB,RefSeq.9606.33.NC_000012.CDS.68856437.68932837.rev,Protein,"carboxypeptidase M precursor",Primates,9606,9606.33,Homo sapiens,,CPM,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874227,imex:IM-13779-8128",
fig|214092.21.peg.3839,Protein,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3362,ftsB,RefSeq.9606.33.NC_000004.CDS.140524591.140550375.fwd,Protein,"ELMO domain-containing protein 2 isoform X2",Primates,9606,9606.33,Homo sapiens,,ELMOD2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2870629,imex:IM-13779-7714",
fig|214092.21.peg.961,Protein,"Outer membrane usher protein PapC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0698,,RefSeq.9606.33.NC_000006.CDS.111661739.111720051.rev,Protein,"tyrosine-protein kinase Fyn isoform X3",Primates,9606,9606.33,Homo sapiens,,FYN,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2869328,imex:IM-13779-7564",
