Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
"RefSeq.177416.18.NC_006570.CDS.1089909.1090169.rev","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1079c",,"RefSeq.9606.33.NC_000023.CDS.123610936.123733022.rev","Protein","THO complex subunit 2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"THOC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2802912;imex:IM-13779-653",
"RefSeq.177416.18.NC_006570.CDS.654040.654966.fwd","Protein","SPFH domain-containing protein/band 7 family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0634","hflC","RefSeq.9606.33.NC_000019.CDS.45468587.45473012.fwd","Protein","protein fosB isoform 2","Primates",9606,"9606.33","Homo sapiens",,"FOSB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806748;imex:IM-13779-1065",
"RefSeq.177416.18.NC_006570.CDS.312389.315148.fwd","Protein","valyl-tRNA synthetase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0299","valS","RefSeq.9606.33.NC_000002.CDS.105361283.105399096.rev","Protein","four and a half LIM domains protein 2 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"FHL2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806794;imex:IM-13779-1071",
"RefSeq.177416.18.NC_006570.CDS.666505.667191.rev","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0645c",,"RefSeq.9606.33.NC_000012.CDS.94571435.94650430.rev","Protein","transmembrane and coiled-coil domains protein 3 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"TMCC3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800323;imex:IM-13779-400",
"RefSeq.177416.18.NC_006570.CDS.335152.337266.fwd","Protein","elongation factor G","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0323","fusA","RefSeq.9606.33.NC_000005.CDS.181236977.181243800.rev","Protein","guanine nucleotide-binding protein subunit beta-2-like 1","Primates",9606,"9606.33","Homo sapiens",,"GNB2L1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806664;imex:IM-13779-1058",
"RefSeq.177416.18.NC_006570.CDS.1358875.1360155.fwd","Protein","seryl-tRNA synthetase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1330","serS","RefSeq.9606.33.NC_000009.CDS.101421809.101430887.rev","Protein","fructose-bisphosphate aldolase B","Primates",9606,"9606.33","Homo sapiens",,"ALDOB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809065;imex:IM-13779-1331",
"RefSeq.177416.18.NC_006570.CDS.717996.720077.fwd","Protein","polynucleotide phosphorylase/polyadenylase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0699","pnp","RefSeq.9606.33.NC_000007.CDS.26192516.26200577.rev","Protein","heterogeneous nuclear ribonucleoproteins A2/B1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"HNRNPA2B1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2801612;imex:IM-13779-538",
"RefSeq.177416.18.NC_006570.CDS.788288.791008.fwd","Protein","preprotein translocase subunit SecA","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0769","secA","RefSeq.9606.33.NC_000001.CDS.26472613.26475148.fwd","Protein","non-histone chromosomal protein HMG-17","Primates",9606,"9606.33","Homo sapiens",,"HMGN2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806162;imex:IM-13779-996",
"fig|177416.18.peg.211","Protein","Peptide chain release factor 2 @ programmed frameshift-containing","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0191","prfB","RefSeq.9606.33.NC_000011.CDS.114391565.114400331.rev","Protein","uncharacterized protein C11orf71 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"C11orf71","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807978;imex:IM-13779-1206",
"RefSeq.177416.18.NC_006570.CDS.335152.337266.fwd","Protein","elongation factor G","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0323","fusA","RefSeq.9606.33.NC_000003.CDS.10141848.10149965.fwd","Protein","von Hippel-Lindau disease tumor suppressor isoform 2","Primates",9606,"9606.33","Homo sapiens",,"VHL","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2799887;imex:IM-13779-351",
"RefSeq.177416.18.NC_006570.CDS.1802117.1805989.rev","Protein","phosphoribosylformylglycinamidine synthase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1720c","purL","RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd","Protein","nuclear factor NF-kappa-B p105 subunit isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NFKB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804415;imex:IM-13779-806",
"RefSeq.177416.18.NC_006570.CDS.1216064.1218070.rev","Protein","excinuclease ABC subunit B","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1199c","uvrB","RefSeq.9606.33.NC_000010.CDS.112950757.113165972.fwd","Protein","transcription factor 7-like 2 isoform X17","Primates",9606,"9606.33","Homo sapiens",,"TCF7L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800474;imex:IM-13779-416",
"RefSeq.177416.18.NC_006570.CDS.1546379.1546774.rev","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1493c",,"RefSeq.9606.33.NC_000020.CDS.56468698.56518265.fwd","Protein","protein RTF2 homolog isoform c","Primates",9606,"9606.33","Homo sapiens",,"RTFDC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807576;imex:IM-13779-1161",
"RefSeq.177416.18.NC_006570.CDS.1855330.1857150.rev","Protein","chitinase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1768c",,"RefSeq.9606.33.NC_000020.CDS.35704481.35740874.rev","Protein","RNA-binding protein 39 isoform a","Primates",9606,"9606.33","Homo sapiens",,"RBM39","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798037;imex:IM-13779-183",
"RefSeq.177416.18.NC_006570.CDS.503406.504125.fwd","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0484",,"RefSeq.9606.33.NC_000012.CDS.54280808.54284313.fwd","Protein","heterogeneous nuclear ribonucleoprotein A1 isoform a","Primates",9606,"9606.33","Homo sapiens",,"HNRNPA1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2801637;imex:IM-13779-544",
"RefSeq.177416.18.NC_006570.CDS.741201.743426.rev","Protein","peroxidase/catalase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0721c","katG","RefSeq.9606.33.NC_000019.CDS.38587748.38617895.rev","Protein","mitogen-activated protein kinase kinase kinase kinase 1 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"MAP4K1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805121;imex:IM-13779-883",
"RefSeq.177416.18.NC_006570.CDS.1046442.1048175.rev","Protein","RNA polymerase sigma-70 factor","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1035c","rpoD","RefSeq.9606.33.NC_000015.CDS.36892173.37099466.rev","Protein","homeobox protein Meis2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"MEIS2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804943;imex:IM-13779-863",
"RefSeq.177416.18.NC_006570.CDS.1802117.1805989.rev","Protein","phosphoribosylformylglycinamidine synthase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1720c","purL","RefSeq.9606.33.NC_000019.CDS.36035440.36054217.rev","Protein","THAP domain-containing protein 8","Primates",9606,"9606.33","Homo sapiens",,"THAP8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800446;imex:IM-13779-411",
"RefSeq.177416.18.NC_006570.CDS.673237.674220.fwd","Protein","lipoyl synthase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0653","lipA","RefSeq.9606.33.NC_000003.CDS.123067165.123161960.fwd","Protein","protein disulfide-isomerase A5 precursor","Primates",9606,"9606.33","Homo sapiens",,"PDIA5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803845;imex:IM-13779-745",
"fig|177416.18.peg.215","Protein","Glutaminase (EC 3.5.1.2)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0195c",,"RefSeq.9606.33.NC_000006.CDS.158636827.158644708.rev","Protein","dynein light chain Tctex-type 1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"DYNLT1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797399;imex:IM-13779-124",
"RefSeq.177416.18.NC_006570.CDS.1857772.1860351.rev","Protein","ClpB protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1769c","clpB","RefSeq.9606.33.NC_000006.CDS.31982108.32002540.fwd","Protein","complement C4-A isoform 2 preproprotein","Primates",9606,"9606.33","Homo sapiens",,"C4A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797439;imex:IM-13779-128",
"RefSeq.177416.18.NC_006570.CDS.1357322.1358860.fwd","Protein","phosphoglyceromutase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1329","gpmI","RefSeq.9606.33.NC_000015.CDS.72199650.72230987.rev","Protein","pyruvate kinase PKM isoform c","Primates",9606,"9606.33","Homo sapiens",,"PKM","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805458;imex:IM-13779-920",
"RefSeq.177416.18.NC_006570.CDS.1524645.1526039.rev","Protein","major facilitator superfamily galactose-proton symporter","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1473c","galP2","RefSeq.9606.33.NC_000007.CDS.150800933.150804868.fwd","Protein","transmembrane protein 176A isoform X3","Primates",9606,"9606.33","Homo sapiens",,"TMEM176A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800642;imex:IM-13779-438",
"RefSeq.177416.18.NC_006570.CDS.1802117.1805989.rev","Protein","phosphoribosylformylglycinamidine synthase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1720c","purL","RefSeq.9606.33.NC_000011.CDS.57598271.57614581.fwd","Protein","plasma protease C1 inhibitor precursor","Primates",9606,"9606.33","Homo sapiens",,"SERPING1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798806;imex:IM-13779-253",
"RefSeq.177416.18.NC_006570.CDS.1194341.1196158.fwd","Protein","GTP binding translational elongation factor Tu and G family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1179","bipA","RefSeq.9606.33.NC_000009.CDS.99982612.100098840.rev","Protein","endoplasmic reticulum resident protein 44 precursor","Primates",9606,"9606.33","Homo sapiens",,"ERP44","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800018;imex:IM-13779-366",
"fig|177416.18.peg.212","Protein","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0192","lysU","RefSeq.9606.33.NC_000014.CDS.45095240.45114913.fwd","Protein","pre-mRNA-processing factor 39","Primates",9606,"9606.33","Homo sapiens",,"PRPF39","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803210;imex:IM-13779-680",
"RefSeq.177416.18.NC_006570.CDS.448884.449744.fwd","Protein","carbon-nitrogen hydrolase family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0435",,"RefSeq.9606.33.NC_000010.CDS.73498629.73575658.rev","Protein","inactive ubiquitin carboxyl-terminal hydrolase 54 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"USP54","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798233;imex:IM-13779-199",
"fig|177416.18.peg.148","Protein","Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0132","glpA","RefSeq.9606.33.NC_000016.CDS.30185210.30188964.fwd","Protein","coronin-1A isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CORO1A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807711;imex:IM-13779-1174",
"RefSeq.177416.18.NC_006570.CDS.810062.811291.fwd","Protein","glycosyl transferase group 1 family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0792",,"RefSeq.9606.33.NC_000003.CDS.196238688.196270531.rev","Protein","choline-phosphate cytidylyltransferase A","Primates",9606,"9606.33","Homo sapiens",,"PCYT1A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803879;imex:IM-13779-751",
"RefSeq.177416.18.NC_006570.CDS.422414.424336.rev","Protein","glycogen branching enzyme","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0413c","glgB","RefSeq.9606.33.NC_000010.CDS.58269274.58287650.fwd","Protein","CDGSH iron-sulfur domain-containing protein 1","Primates",9606,"9606.33","Homo sapiens",,"CISD1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803156;imex:IM-13779-675",
"RefSeq.177416.18.NC_006570.CDS.741201.743426.rev","Protein","peroxidase/catalase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0721c","katG","RefSeq.9606.33.NC_000011.CDS.926022.1010625.fwd","Protein","AP-2 complex subunit alpha-2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"AP2A2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808902;imex:IM-13779-1310",
"RefSeq.177416.18.NC_006570.CDS.1595657.1597072.rev","Protein","putative nicotinate phosphoribosyltransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1534c",,"RefSeq.9606.33.NC_000017.CDS.6578266.6635103.rev","Protein","uncharacterized protein KIAA0753 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"KIAA0753","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805601;imex:IM-13779-937",
"fig|177416.18.peg.208","Protein","Cell division protein FtsZ (EC 3.4.24.-)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0188","ftsZ","RefSeq.9606.33.NC_000005.CDS.151030642.151065095.rev","Protein","TNFAIP3-interacting protein 1 isoform 4","Primates",9606,"9606.33","Homo sapiens",,"TNIP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800272;imex:IM-13779-394",
"fig|177416.18.peg.212","Protein","Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0192","lysU","RefSeq.9606.33.NC_000020.CDS.48625885.48827860.rev","Protein","phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein","Primates",9606,"9606.33","Homo sapiens",,"PREX1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803402;imex:IM-13779-698",
"RefSeq.177416.18.NC_006570.CDS.1587238.1589478.fwd","Protein","acyl-CoA dehydrogenase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1529","fadE","RefSeq.9606.33.NC_000006.CDS.87590169.87667123.fwd","Protein","origin recognition complex subunit 3 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"ORC3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804146;imex:IM-13779-776",
"fig|177416.18.peg.216","Protein","Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0196c","glnA","RefSeq.9606.33.NC_000010.CDS.112950757.113165972.fwd","Protein","transcription factor 7-like 2 isoform X17","Primates",9606,"9606.33","Homo sapiens",,"TCF7L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797686;imex:IM-13779-153",
"RefSeq.177416.18.NC_006570.CDS.821971.822834.fwd","Protein","asparaginase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0803","ans","RefSeq.9606.33.NC_000015.CDS.64156023.64162986.rev","Protein","peptidyl-prolyl cis-trans isomerase B precursor","Primates",9606,"9606.33","Homo sapiens",,"PPIB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803460;imex:IM-13779-704",
"RefSeq.177416.18.NC_006570.CDS.1471194.1471814.fwd","Protein","oxidoreductase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1422",,"RefSeq.9606.33.NC_000010.CDS.119168480.119178790.rev","Protein","thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor","Primates",9606,"9606.33","Homo sapiens",,"PRDX3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803416;imex:IM-13779-701",
"fig|177416.18.peg.161","Protein","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0145","rpoC","RefSeq.9606.33.NC_000013.CDS.72783470.73015919.fwd","Protein","progesterone-induced-blocking factor 1","Primates",9606,"9606.33","Homo sapiens",,"PIBF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2796243;imex:IM-13779-14",
"RefSeq.177416.18.NC_006570.CDS.1837780.1838229.fwd","Protein","preprotein translocase subunit SecB","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1749","secB1","RefSeq.9606.33.NC_000018.CDS.5393473.5489183.rev","Protein","band 4.1-like protein 3 isoform X8","Primates",9606,"9606.33","Homo sapiens",,"EPB41L3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2796419;imex:IM-13779-29",
"fig|177416.18.peg.93","Protein","Aconitate hydratase (EC 4.2.1.3)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0087","acnA","RefSeq.9606.33.NC_000013.CDS.110150363.110307027.rev","Protein","collagen alpha-1(IV) chain isoform 1 preproprotein","Primates",9606,"9606.33","Homo sapiens",,"COL4A1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807817;imex:IM-13779-1188",
"fig|177416.18.peg.24","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0021","gatB","RefSeq.9606.33.NC_000017.CDS.7669609.7676594.rev","Protein","cellular tumor antigen p53 isoform a","Primates",9606,"9606.33","Homo sapiens",,"TP53","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804066;imex:IM-13779-766",
"RefSeq.177416.18.NC_006570.CDS.332266.333060.fwd","Protein","phosphatidate cytidylyltransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0318","cdsA","RefSeq.9606.33.NC_000004.CDS.2490494.2513819.fwd","Protein","E3 ubiquitin-protein ligase RNF4 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"RNF4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2801678;imex:IM-13779-545",
"RefSeq.177416.18.NC_006570.CDS.894174.895823.fwd","Protein","DNA repair protein recN","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0886",,"RefSeq.9606.33.NC_000001.CDS.10232329.10376587.fwd","Protein","kinesin-like protein KIF1B isoform b","Primates",9606,"9606.33","Homo sapiens",,"KIF1B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805502;imex:IM-13779-922",
"RefSeq.177416.18.NC_006570.CDS.387934.388977.fwd","Protein","bifunctional nicotinamide mononucleotide adenylyltransferase/ADP-ribose pyrophosphatase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0386","nadM","RefSeq.9606.33.NW_015148969.CDS.10731.67428.fwd","Protein","SH3 and multiple ankyrin repeat domains protein 3","Primates",9606,"9606.33","Homo sapiens",,"SHANK3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2796646;imex:IM-13779-50",
"RefSeq.177416.18.NC_006570.CDS.335152.337266.fwd","Protein","elongation factor G","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0323","fusA","RefSeq.9606.33.NC_000007.CDS.116862612.116917867.fwd","Protein","F-actin-capping protein subunit alpha-2","Primates",9606,"9606.33","Homo sapiens",,"CAPZA2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808335;imex:IM-13779-1245",
"RefSeq.177416.18.NC_006570.CDS.1601863.1603293.rev","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1539c",,"RefSeq.9606.33.NC_000011.CDS.5696233.5709648.fwd","Protein","E3 ubiquitin-protein ligase TRIM22 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"TRIM22","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800196;imex:IM-13779-387",
"RefSeq.177416.18.NC_006570.CDS.1811118.1811738.rev","Protein","protein-L-isoaspartate O-methyltransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1725c","pcm","RefSeq.9606.33.NC_000003.CDS.146516045.146536552.rev","Protein","phospholipid scramblase 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PLSCR1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803594;imex:IM-13779-719",
"RefSeq.177416.18.NC_006570.CDS.1194341.1196158.fwd","Protein","GTP binding translational elongation factor Tu and G family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1179","bipA","RefSeq.9606.33.NC_000012.CDS.112029531.112108773.rev","Protein","N-alpha-acetyltransferase 25, NatB auxiliary subunit","Primates",9606,"9606.33","Homo sapiens",,"NAA25","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807935;imex:IM-13779-1201",
"RefSeq.177416.18.NC_006570.CDS.894174.895823.fwd","Protein","DNA repair protein recN","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0886",,"RefSeq.9606.33.NC_000007.CDS.107203516.107563989.rev","Protein","conserved oligomeric Golgi complex subunit 5 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"COG5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807746;imex:IM-13779-1181",
"RefSeq.177416.18.NC_006570.CDS.1730263.1733547.fwd","Protein","carbamoyl phosphate synthase large subunit","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1664","carB","RefSeq.9606.33.NC_000017.CDS.9250578.9575808.rev","Protein","syntaxin-8","Primates",9606,"9606.33","Homo sapiens",,"STX8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800767;imex:IM-13779-450",
"RefSeq.177416.18.NC_006570.CDS.796879.798717.fwd","Protein","excinuclease ABC subunit C","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0777","uvrC","RefSeq.9606.33.NC_000010.CDS.89705295.89774048.fwd","Protein","kinesin-like protein KIF20B isoform 2","Primates",9606,"9606.33","Homo sapiens",,"KIF20B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798696;imex:IM-13779-241",
"fig|177416.18.peg.54","Protein","Transcription termination protein NusA","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0049","nusA","RefSeq.9606.33.NC_000011.CDS.62602302.62612457.rev","Protein","echinoderm microtubule-associated protein-like 3 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"EML3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807055;imex:IM-13779-1100",
"fig|177416.18.peg.24","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0021","gatB","RefSeq.9606.33.NC_000003.CDS.184299267.184308890.fwd","Protein","26S proteasome non-ATPase regulatory subunit 2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"PSMD2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803290;imex:IM-13779-685",
"fig|177416.18.peg.160","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0144","rpoB","RefSeq.9606.33.NC_000011.CDS.5696233.5709648.fwd","Protein","E3 ubiquitin-protein ligase TRIM22 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"TRIM22","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800178;imex:IM-13779-383",
"RefSeq.177416.18.NC_006570.CDS.1463095.1464792.fwd","Protein","prolyl-tRNA synthetase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1412","proS","RefSeq.9606.33.NC_000023.CDS.40052109.40077929.rev","Protein","BCL-6 corepressor isoform X2","Primates",9606,"9606.33","Homo sapiens",,"BCOR","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808553;imex:IM-13779-1267",
"RefSeq.177416.18.NC_006570.CDS.1421900.1422184.fwd","Protein","acyl carrier protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1376","acpP","RefSeq.9606.33.NC_000002.CDS.36553163.36598142.rev","Protein","fasciculation and elongation protein zeta-2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"FEZ2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806826;imex:IM-13779-1073",
